	Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
Step No.	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement
	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm
541	-22.9184	0.00250017	42.428	0.00247867
542	-22.9388	0.0025345	42.4444	0.00250881
543	-22.9603	0.00262374	42.4574	0.00257996
544	-22.9815	0.00270296	42.4748	0.00261827
545	-23.0028	0.00262692	42.4877	0.00256867
546	-23.0238	0.00265978	42.5029	0.00256702
547	-23.0437	0.0025494	42.5132	0.00249412
548	-23.0688	0.00264774	42.5323	0.00255934
549	-23.0856	0.00260562	42.5398	0.00254028
550	-23.1035	0.00257699	42.5573	0.00254099
551	-23.1258	0.00268772	42.5701	0.0026144
552	-23.1481	0.00253347	42.5861	0.00250461
553	-23.17	0.00242024	42.5961	0.00240489
554	-23.1911	0.00251166	42.6124	0.00246288
555	-23.2125	0.00264888	42.6258	0.00256115
556	-23.2281	0.00281843	42.6403	0.00269495
557	-23.2476	0.00275817	42.6513	0.00265479
558	-23.2599	0.0027698	42.6631	0.00263988
559	-23.2817	0.00265747	42.6771	0.00254006
560	-23.3017	0.00261499	42.6868	0.00251768
561	-23.3274	0.00255987	42.7038	0.00249962
562	-23.344	0.00261133	42.7143	0.0025413
563	-23.36	0.00273337	42.729	0.0026385
564	-23.3735	0.00280618	42.7449	0.00267745
565	-23.3946	0.00267503	42.7571	0.00256903
566	-23.4093	0.0026721	42.7707	0.00256648
567	-23.4327	0.00260078	42.7764	0.00249712
568	-23.4518	0.00264879	42.7918	0.00254374
569	-23.4702	0.00274943	42.8043	0.00262466
570	-23.4867	0.00279842	42.8148	0.00267688
571	-23.5034	0.00276951	42.8295	0.00268768
572	-23.518	0.00271143	42.8396	0.00262873
573	-23.5348	0.00273684	42.8519	0.00263774
574	-23.5511	0.00258479	42.8635	0.00251072
575	-23.5715	0.00262256	42.876	0.0025311
576	-23.5897	0.0027608	42.8914	0.00261532
577	-23.6103	0.00286039	42.9005	0.00268953
578	-23.6228	0.00275002	42.9092	0.002646
579	-23.6419	0.0027098	42.9185	0.00264088
580	-23.6488	0.00275998	42.9285	0.00266083
581	-23.6676	0.0026525	42.9365	0.00257268
582	-23.6806	0.00266639	42.9463	0.00256089
583	-23.6966	0.00253252	42.96	0.00247859
584	-23.7139	0.00264657	42.9673	0.0025466
585	-23.7285	0.00271387	42.9786	0.0026068
586	-23.745	0.00275853	42.9925	0.00263225
587	-23.7521	0.0026754	42.9953	0.00258621
588	-24.0389	0.00265219	43.1726	0.00256789
589	-24.917	0.0028203	43.7374	0.00263846
590	-25.4629	0.00280352	44.0664	0.00267043
591	-25.8138	0.00271	44.2669	0.00257663
592	-26.0429	0.00265011	44.3945	0.00257523
593	-26.2238	0.00257678	44.5027	0.00250876
594	-26.4341	0.00252559	44.6139	0.00247502
595	-26.6067	0.00280599	44.7247	0.00262452
596	-26.7403	0.00264987	44.7885	0.00254239
597	-26.8431	0.00289434	44.8574	0.00271819
598	-26.9269	0.00269022	44.898	0.00255938
599	-27.2737	0.00292533	45.0874	0.00271212
600	-27.6627	0.00268098	45.3066	0.00258322
601	-27.9232	0.00271218	45.4507	0.0026008
602	-28.1076	0.00274579	45.5384	0.00261229
603	-28.2517	0.00287916	45.613	0.00268673
604	-28.6036	0.00279998	45.7814	0.00264572
605	-28.9151	0.00271749	45.9437	0.00258039
606	-29.1449	0.00297326	46.0505	0.00272267
607	-29.3071	0.00277677	46.1335	0.00259862
608	-29.5142	0.00283171	46.2283	0.00267319
609	-29.8141	0.00284672	46.3636	0.00265126
610	-30.0581	0.00284365	46.4818	0.00265752
611	-30.2425	0.00280374	46.5645	0.00260828
612	-30.3833	0.0029295	46.631	0.00271533
613	-30.4852	0.0027949	46.6749	0.00261083
614	-30.567	0.00285243	46.7166	0.00264935
615	-30.6409	0.00285083	46.7432	0.00265591
616	-30.8112	0.00268846	46.8179	0.00255104
617	-31.0167	0.00292512	46.9007	0.00271651
618	-31.1744	0.00283363	46.975	0.0026153
619	-31.3033	0.00281691	47.0219	0.00260872
620	-31.4063	0.00266127	47.0663	0.00248158
621	-31.4867	0.00294237	47.0994	0.00266714
622	-31.5988	0.00295494	47.1455	0.00273139
623	-31.7577	0.00291352	47.2105	0.00269867
624	-31.8895	0.00312	47.2647	0.0028396
625	-32.0026	0.00287228	47.3102	0.0026654
626	-32.0955	0.0026349	47.3482	0.0024874
627	-32.1663	0.00309357	47.381	0.00278338
628	-32.2369	0.00285405	47.4107	0.00265023
629	-32.2993	0.00297958	47.4343	0.00272667
630	-32.3518	0.00268543	47.4552	0.00251162
631	-32.4004	0.00284976	47.4759	0.00261133
632	-32.4504	0.00286681	47.4946	0.00265619
633	-32.5002	0.00271239	47.5121	0.00255613
634	-32.5425	0.00317704	47.5313	0.00285731
635	-32.5848	0.00296191	47.5495	0.0027235
636	-32.6327	0.00279788	47.5659	0.0025867
637	-32.6707	0.0029752	47.5812	0.00270816
638	-32.7105	0.00288166	47.5973	0.00264096
639	-32.7479	0.00285649	47.6123	0.00262875
640	-32.7882	0.00299225	47.6253	0.00273507
641	-32.8234	0.00302963	47.6399	0.00273656
642	-32.8613	0.00292413	47.6531	0.00267353
643	-32.8989	0.00301753	47.6686	0.00274792
644	-32.9346	0.0031859	47.6835	0.00285256
645	-32.9699	0.00306943	47.6972	0.00279396
646	-33.0047	0.00296877	47.7097	0.00272816
647	-33.0401	0.00299899	47.721	0.00273215
648	-33.0747	0.00315971	47.733	0.00282775
649	-33.105	0.00305732	47.7429	0.00274339
650	-33.138	0.00292449	47.7558	0.0026501
651	-33.1719	0.00300368	47.7698	0.00272352
652	-33.2035	0.00302495	47.782	0.00275068
653	-33.2399	0.00298054	47.7943	0.00272075
654	-33.2768	0.00279724	47.8068	0.00259024
655	-33.3028	0.00299074	47.8189	0.00269041
656	-33.3295	0.00301178	47.8284	0.00272775
657	-33.3599	0.00290736	47.8407	0.00266944
658	-33.3862	0.00292131	47.8515	0.00266932
659	-33.4077	0.00288377	47.8598	0.00261641
660	-33.4458	0.00301922	47.871	0.00270022
661	-33.4732	0.00316716	47.8772	0.00280931
662	-33.5011	0.00295134	47.8892	0.00269711
663	-33.5296	0.00291791	47.8955	0.00266851
664	-33.5574	0.00289252	47.9098	0.00262343
665	-33.5792	0.00286806	47.9167	0.00261353
666	-33.6083	0.00306	47.9312	0.00277415
667	-33.6314	0.00293719	47.9349	0.00271279
668	-33.6591	0.00298853	47.951	0.00274514
669	-33.6888	0.00287272	47.9588	0.00265511
670	-33.7126	0.00303271	47.9676	0.00271859
671	-33.739	0.00308865	47.9783	0.00278718
672	-33.7668	0.0029795	47.9869	0.00273529
673	-33.7897	0.00296026	47.9957	0.00272597
674	-33.8144	0.00311054	48.0022	0.00280818
675	-33.8384	0.00313075	48.0104	0.00276295
676	-33.8604	0.00321572	48.0183	0.00284611
677	-33.8865	0.00305856	48.0271	0.00275554
678	-33.9106	0.00305802	48.0349	0.00279219
679	-33.9341	0.00302822	48.046	0.00277091
680	-33.961	0.00294287	48.053	0.00267922
681	-33.9797	0.00306269	48.0601	0.00273922
682	-34.0051	0.00293927	48.0706	0.00269874
683	-34.0284	0.00296378	48.0797	0.00272767
684	-34.0525	0.00284541	48.0886	0.00265553
685	-34.075	0.0028294	48.0954	0.00263448
686	-34.0959	0.00292747	48.1076	0.00268864
687	-34.118	0.0031334	48.1128	0.00280816
688	-34.1386	0.00305105	48.1216	0.00276697
689	-34.1627	0.00302477	48.1286	0.00275131
690	-34.1836	0.00301172	48.1349	0.0027439
691	-34.2088	0.0031017	48.1403	0.00279748
692	-34.2297	0.00321903	48.1492	0.00286231
693	-34.2472	0.00319507	48.1529	0.00283734
694	-34.2668	0.00326798	48.1625	0.00287844
695	-34.2889	0.00314324	48.1647	0.00277937
696	-34.3094	0.00308887	48.1768	0.00280684
697	-34.3321	0.00308364	48.1803	0.00279784
698	-34.3534	0.00300129	48.193	0.00273496
699	-34.3719	0.00297589	48.1982	0.00272359
700	-34.3896	0.00295533	48.2061	0.00268707
701	-34.4093	0.00297693	48.2123	0.002705
702	-34.4333	0.00299076	48.2204	0.00271546
703	-34.4534	0.00295568	48.23	0.00270084
704	-34.473	0.00288248	48.2312	0.00266356
705	-34.4927	0.00306805	48.2425	0.00276562
706	-34.5086	0.00308501	48.2484	0.00278021
707	-34.5307	0.00307729	48.2542	0.00279671
708	-34.5482	0.00306576	48.2583	0.00277472
709	-34.5655	0.00301446	48.2652	0.002739
710	-34.5884	0.00305926	48.2696	0.00277932
711	-34.6091	0.00310962	48.2779	0.00280656
712	-34.6221	0.00329273	48.2804	0.00293289
713	-34.6397	0.00313528	48.2871	0.00282157
714	-34.6563	0.00319113	48.2914	0.00285433
715	-34.673	0.0032594	48.2993	0.0028734
716	-34.6898	0.00323164	48.3003	0.00288888
717	-34.6185	0.00317589	48.2837	0.00282899
718	-34.149	0.00320827	48.1383	0.00283578
719	-33.4189	0.0030071	47.9016	0.00269077
720	-32.8353	0.00302839	47.7027	0.00276675
721	-32.4082	0.00313928	47.5535	0.00282329
722	-31.9757	0.00276229	47.3912	0.00261966
723	-31.488	0.00281777	47.2082	0.00262232
724	-30.8382	0.00270402	46.9445	0.00256367
725	-30.3003	0.00290912	46.72	0.00267468
726	-29.9048	0.00267579	46.545	0.0025749
727	-29.6198	0.00272039	46.4202	0.00258911
728	-29.321	0.00265607	46.283	0.00251629
729	-28.8769	0.00267931	46.0811	0.00254479
730	-28.5116	0.00289327	45.9019	0.00270495
731	-28.2308	0.00293441	45.7645	0.00276534
732	-27.9931	0.00284272	45.6457	0.00270525
733	-27.5851	0.00275943	45.4402	0.00261898
734	-27.1456	0.00292124	45.2063	0.00270296
735	-26.7916	0.0025733	45.0159	0.00249236
736	-26.5156	0.00282343	44.8622	0.00262598
737	-26.1869	0.00275603	44.6776	0.00263765
738	-25.5345	0.00271378	44.2949	0.00257881
739	-24.8172	0.00270255	43.8518	0.00258746
740	-24.2325	0.00267021	43.4876	0.00258281
741	-23.7849	0.00260927	43.202	0.00256172
742	-23.3391	0.00271777	42.9076	0.00262166
743	-22.6445	0.00266021	42.4342	0.00258448
744	-21.998	0.00274303	41.9714	0.00263768
745	-21.4783	0.00265658	41.5844	0.0025468
746	-21.092	0.00259818	41.2988	0.00254086
747	-20.8032	0.00276724	41.0842	0.00262213
748	-20.2959	0.00256095	40.6931	0.00251573
749	-19.7198	0.00266227	40.2306	0.00259025
750	-19.2444	0.00268019	39.8355	0.00259806
751	-18.8724	0.00256728	39.5325	0.00252636
752	-18.3723	0.00267996	39.0952	0.00258994
753	-17.7611	0.00265612	38.555	0.00256708
754	-17.2698	0.00255678	38.1038	0.00250736
755	-16.8631	0.00264504	37.7262	0.00257078
756	-16.2357	0.00256117	37.1258	0.0025095
757	-15.5219	0.00295735	36.4121	0.00276738
758	-14.9346	0.0024485	35.802	0.00238543
759	-14.4416	0.00264877	35.2769	0.00253318
760	-13.823	0.00265416	34.5921	0.00254243
761	-13.2822	0.00290774	33.9825	0.00269924
762	-12.8547	0.0028177	33.49	0.00260238
763	-12.4666	0.00260029	33.0256	0.00246532
764	-11.9403	0.00269835	32.3789	0.00251533
765	-11.4462	0.00273175	31.7495	0.00253571
766	-11.033	0.00265151	31.2004	0.00246518
767	-10.6908	0.00299743	30.7509	0.00264425
768	-10.232	0.00266084	30.1259	0.00246266
769	-9.79267	0.00284453	29.5038	0.00253216
770	-9.41239	0.00276533	28.9482	0.00250968
771	-9.09179	0.00290591	28.4691	0.00255581
772	-8.79911	0.0030729	28.0144	0.00263147
773	-8.41688	0.0027188	27.4118	0.00239593
774	-8.05068	0.00293158	26.8255	0.00252646
775	-7.73332	0.00278817	26.3035	0.00241775
776	-7.44191	0.00300131	25.8106	0.00253701
777	-7.05942	0.00275832	25.1374	0.00238928
778	-6.71323	0.00283834	24.5249	0.00241507
779	-6.4171	0.00295547	23.9805	0.00248162
780	-6.13193	0.00292049	23.4242	0.00244385
781	-5.78155	0.0026794	22.742	0.00227936
782	-5.45962	0.00276443	22.085	0.00226923
783	-5.17334	0.00284633	21.483	0.00232624
784	-4.92898	0.00279308	20.9532	0.00228263
785	-4.7303	0.00250747	20.5027	0.00206956
786	-4.53922	0.00276762	20.0734	0.00222824
787	-4.27969	0.00272944	19.4635	0.00220506
788	-4.04488	0.00279272	18.8898	0.00220156
789	-3.82223	0.00276076	18.3374	0.00218281
790	-3.54297	0.00285198	17.6166	0.00222321
791	-3.27561	0.00282524	16.8874	0.0021771
792	-3.03482	0.00298799	16.2052	0.00227214
793	-2.81738	0.00263872	15.5412	0.00203188
794	-2.5908	0.00287929	14.8917	0.00214612
795	-2.40536	0.00277042	14.2724	0.00205971
796	-2.23434	0.00301233	13.7123	0.00218843
797	-2.07888	0.00279984	13.1742	0.00206644
798	-1.93744	0.00288131	12.6734	0.00208854
799	-1.81222	0.00289164	12.2149	0.00209125
800	-1.69949	0.00264061	11.7752	0.00192427
801	-1.59899	0.0026342	11.3724	0.00191113
802	-1.50641	0.00273076	11.0008	0.00194814
803	-1.42559	0.00293892	10.6554	0.00205877
804	-1.35669	0.00276295	10.3448	0.0019533
805	-1.29155	0.00269378	10.0587	0.0019023
806	-1.23546	0.00282011	9.79588	0.00197623
807	-1.18315	0.002795	9.55293	0.00195761
808	-1.13651	0.00292564	9.32981	0.00201902
809	-1.0958	0.00300238	9.13498	0.0020571
810	-1.06018	0.00282437	8.94847	0.00196386
811	-1.02612	0.00278115	8.78671	0.00192231
812	-0.995375	0.00294892	8.63828	0.00200694
813	-0.968316	0.00302776	8.50438	0.00203914
814	-0.948161	0.0028565	8.38144	0.00194666
815	-0.927858	0.00288881	8.27198	0.00197331
816	-0.910296	0.00272715	8.16916	0.00187721
817	-0.892058	0.00264922	8.07646	0.00182431
818	-0.874966	0.00288743	7.98677	0.00195749
819	-0.857542	0.0030346	7.90722	0.00205183
820	-0.844204	0.00272316	7.82814	0.00186559
821	-0.829255	0.00296589	7.75521	0.00200804
822	-0.821826	0.0028014	7.68362	0.00189759
823	-0.809283	0.00285028	7.61501	0.00192817
824	-0.796206	0.0026441	7.55024	0.0018117
825	-0.785149	0.00284838	7.48829	0.0019308
826	-0.776043	0.00257178	7.42751	0.00175889
827	-0.764283	0.00303152	7.37084	0.00203314
828	-0.75356	0.00275686	7.31797	0.00186114
829	-0.745457	0.00285612	7.26523	0.00192715
830	-0.737195	0.00281617	7.21269	0.00189486
831	-0.728409	0.00281082	7.16482	0.00189393
832	-0.720861	0.00290468	7.11361	0.00195325
833	-0.712144	0.00278342	7.067	0.0018706
834	-0.707768	0.00289509	7.02004	0.0019393
835	-0.700184	0.00291954	6.97753	0.00195168
836	-0.694289	0.0027352	6.92991	0.00184279
837	-0.687526	0.00279734	6.89119	0.00187318
838	-0.680234	0.00287668	6.8453	0.00192875
839	-0.675515	0.0027893	6.80785	0.00186921
840	-0.669369	0.00272938	6.76529	0.00184072
841	-0.665755	0.00290974	6.72929	0.00194942
842	-0.659105	0.00281129	6.68897	0.00187988
843	-0.651158	0.00268521	6.65146	0.00180529
844	-0.646756	0.00275485	6.61596	0.00185573
845	-0.640624	0.00286853	6.5802	0.0019249
846	-0.633407	0.00288013	6.5432	0.00191289
847	-0.627618	0.00270052	6.50966	0.00181055
848	-0.622959	0.00294897	6.47465	0.00196221
849	-0.616737	0.0029003	6.4415	0.00193864
850	-0.611674	0.00284394	6.40978	0.0018926
851	-0.609019	0.00291265	6.37956	0.00193524
852	-0.602371	0.00299394	6.34671	0.00198559
853	-0.596501	0.00287448	6.31338	0.0019112
854	-0.593151	0.00289672	6.28424	0.00191785
855	-0.588099	0.0028399	6.25331	0.00189297
856	-0.583619	0.00317036	6.22367	0.00207226
857	-0.599043	0.00288165	6.31814	0.00192986
858	-0.761366	0.00281088	7.33344	0.00189413
859	-0.921433	0.00262478	8.19702	0.00181462
860	-1.37206	0.00288325	10.3657	0.00201737
861	-1.79748	0.00301975	12.0975	0.00215611
862	-2.25594	0.00284895	13.7122	0.00209532
863	-2.78767	0.00264455	15.3919	0.00203076
864	-3.15564	0.00277423	16.4793	0.00215448
865	-3.68788	0.00287025	17.9099	0.00225408
866	-4.21282	0.0026808	19.2135	0.00216914
867	-4.73804	0.00272759	20.4311	0.00223239
868	-5.36812	0.00270776	21.7967	0.00224744
869	-5.81213	0.00252878	22.7001	0.00216557
870	-6.21053	0.00271725	23.473	0.00229434
871	-6.90661	0.00281708	24.7609	0.0024301
872	-7.40167	0.00277234	25.6213	0.00241247
873	-7.72197	0.00275345	26.1629	0.00239796
874	-8.01387	0.00276145	26.6348	0.00242904
875	-8.61663	0.00281633	27.5932	0.00248432
876	-9.10373	0.00285678	28.3418	0.00250832
877	-9.44881	0.0028527	28.8498	0.00254163
878	-10.0858	0.00262618	29.7692	0.00243069
879	-10.6696	0.00285792	30.5681	0.00255416
880	-11.0564	0.00271904	31.0845	0.00249104
881	-11.3261	0.00273071	31.4282	0.00250869
882	-11.5152	0.00286934	31.6755	0.00260402
883	-11.6574	0.002597	31.8529	0.00242848
884	-11.7641	0.00264723	31.9905	0.00246421
885	-11.8443	0.00272355	32.0893	0.00252366
886	-12.1886	0.0026468	32.5133	0.0024712
887	-12.9825	0.00283214	33.474	0.00263723
888	-13.5259	0.00269712	34.1011	0.00256391
889	-14.2845	0.00274689	34.9288	0.00256043
