	Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
43	-0.811577	0.00244667	7.54193	0.00135242
44	-0.826104	0.00249878	7.61054	0.00137048
45	-0.83254	0.00245536	7.66278	0.00136157
46	-0.837758	0.00259529	7.70416	0.00141771
47	-0.846296	0.00262696	7.73888	0.00142664
48	-0.849671	0.00247944	7.79487	0.00137341
49	-0.8659	0.00256243	7.85852	0.00140442
50	-0.872353	0.0024866	7.91009	0.00137938
51	-0.882874	0.00250121	7.95378	0.00139177
52	-0.889524	0.00250654	7.99324	0.00139769
53	-0.893218	0.00238837	8.02512	0.00134357
54	-0.900761	0.00240061	8.05045	0.00134859
55	-0.906242	0.00246689	8.07207	0.00137549
56	-0.911674	0.00247473	8.09274	0.0013816
57	-0.915124	0.00244393	8.11026	0.00136848
58	-0.918135	0.00245298	8.13078	0.0013694
59	-0.91917	0.00235082	8.14119	0.00132345
60	-0.922551	0.00234791	8.15646	0.00132296
61	-0.924657	0.00239613	8.1693	0.00134326
62	-0.924154	0.00242078	8.18218	0.00135962
63	-0.929741	0.00256032	8.19197	0.00141231
64	-0.930108	0.00255231	8.20524	0.00142036
65	-0.936361	0.00249415	8.21307	0.00139167
66	-0.937449	0.00248953	8.22585	0.00139423
67	-0.938289	0.00254915	8.23491	0.00141601
68	-0.941088	0.00262989	8.24707	0.00144572
69	-0.943817	0.00253898	8.25663	0.00140467
70	-0.946459	0.00253457	8.26699	0.00140458
71	-0.948298	0.00252095	8.2782	0.00139853
72	-0.948914	0.00249684	8.28748	0.00138229
73	-0.948694	0.00241448	8.29591	0.00135702
74	-0.951708	0.0023742	8.30273	0.00133775
75	-0.951356	0.00250947	8.31555	0.00138949
76	-0.954501	0.00260154	8.32146	0.00143257
77	-0.954261	0.00264509	8.33216	0.00144781
78	-0.958222	0.00272658	8.33716	0.00148715
79	-0.960481	0.00268018	8.34766	0.00145845
80	-0.961064	0.0027927	8.35362	0.00151237
81	-0.966346	0.00258087	8.36371	0.00142185
82	-0.967418	0.00264655	8.37061	0.00144667
83	-0.969057	0.00251177	8.38049	0.00138974
84	-0.969456	0.00267527	8.38483	0.00146446
85	-0.970893	0.00253455	8.39558	0.00140465
86	-0.970317	0.00260196	8.40067	0.00142474
87	-0.97136	0.00259856	8.41183	0.00143121
88	-0.974469	0.00254079	8.4171	0.00141495
89	-0.973784	0.00250622	8.42626	0.00139507
90	-0.974385	0.00248412	8.43129	0.00138752
91	-0.976195	0.0024584	8.43872	0.001376
92	-0.976522	0.00259865	8.44487	0.00143846
93	-0.977268	0.00264597	8.44953	0.00145576
94	-0.979144	0.00266755	8.45776	0.00145727
95	-0.981353	0.00269403	8.46403	0.00147726
96	-0.982403	0.00266782	8.47294	0.0014581
97	-0.982255	0.00262005	8.47449	0.00143766
98	-0.982801	0.00266117	8.48466	0.00146165
99	-0.985085	0.00257611	8.48688	0.00142183
100	-0.986761	0.00256925	8.49798	0.00141731
101	-0.987932	0.00259107	8.49918	0.00142257
102	-0.991044	0.00265	8.50897	0.00144669
103	-0.989358	0.00273971	8.51219	0.00148015
104	-0.992576	0.00254153	8.52114	0.00139793
105	-0.993644	0.00259379	8.52414	0.0014297
106	-0.993547	0.00256825	8.52929	0.00142331
107	-0.99324	0.00256779	8.53694	0.00140993
108	-0.994861	0.00246245	8.54138	0.00136899
109	-0.995838	0.00247054	8.5464	0.00137554
110	-0.995938	0.00245304	8.55317	0.00136721
111	-0.998193	0.00249587	8.55653	0.00139023
112	-0.997302	0.00247339	8.56507	0.00137161
113	-0.998332	0.00243265	8.56716	0.00135727
114	-0.998811	0.0024375	8.57327	0.001372
115	-0.998367	0.00251842	8.57591	0.00139576
116	-0.998425	0.00253857	8.58139	0.00141009
117	-1.00137	0.00256689	8.58599	0.00141207
118	-1.00282	0.00249636	8.58953	0.00138995
119	-1.00199	0.00253279	8.59592	0.00140241
120	-1.00485	0.00249701	8.59768	0.00139746
121	-1.00383	0.00260128	8.60513	0.00143254
122	-1.00522	0.00249443	8.60756	0.00139219
123	-1.00668	0.00258255	8.61184	0.00142343
124	-1.00811	0.00254468	8.61576	0.00141402
125	-1.00888	0.00259748	8.61883	0.00142812
126	-1.01048	0.0025819	8.6244	0.00141617
127	-1.01042	0.00256382	8.62888	0.0014114
128	-1.01071	0.00254579	8.63331	0.00140382
129	-1.01306	0.00253448	8.63595	0.00140307
130	-1.01179	0.0024751	8.64229	0.00137439
131	-1.01513	0.00246684	8.64223	0.00137037
132	-1.01498	0.00247337	8.65029	0.00137458
133	-1.0153	0.00252066	8.65442	0.00139901
134	-1.01624	0.00252902	8.65779	0.00140774
135	-1.01696	0.00248882	8.65712	0.00138309
136	-1.01219	0.00256007	8.6714	0.00141762
137	-1.02118	0.00248835	8.66187	0.0013894
138	-1.01636	0.00252443	8.67706	0.00140024
139	-1.01708	0.00256867	8.67303	0.00141311
140	-1.04232	0.00251278	8.78064	0.00139682
141	-1.11138	0.00250822	9.08932	0.00139982
142	-1.16695	0.00264115	9.3489	0.00146037
143	-1.25271	0.00242885	9.73242	0.00136253
144	-1.4469	0.00256734	10.6489	0.00143056
145	-1.52588	0.00269609	10.9851	0.00147613
146	-1.59731	0.0025443	11.2547	0.00143776
147	-1.68556	0.00246578	11.6142	0.00139963
148	-1.77148	0.00255192	11.9168	0.00145659
149	-1.84984	0.00248575	12.2236	0.00140063
150	-1.96804	0.00263569	12.6516	0.00147038
151	-2.05845	0.00263537	12.978	0.00148144
152	-2.12673	0.00261685	13.2016	0.0014798
153	-2.17731	0.00261957	13.391	0.00147854
154	-2.25313	0.00251026	13.637	0.00143995
155	-2.3167	0.00260836	13.8465	0.00149378
156	-2.36496	0.00257418	14.0114	0.00147851
157	-2.40313	0.00267261	14.1342	0.00151457
158	-2.43903	0.00271465	14.2477	0.00153684
159	-2.48826	0.00260756	14.4161	0.00148867
160	-2.5685	0.0027642	14.6517	0.00155972
161	-2.63461	0.00255818	14.8577	0.00148044
162	-2.69017	0.00271831	15.0245	0.00151955
163	-2.72944	0.00259542	15.1578	0.00148587
164	-2.76242	0.00264108	15.2515	0.00151273
165	-2.77988	0.0028005	15.3213	0.00157598
166	-2.80364	0.00273562	15.3796	0.00156213
167	-2.81608	0.00267909	15.4225	0.00151979
168	-2.87647	0.00258961	15.6011	0.00149583
169	-2.96303	0.00255463	15.8512	0.00147827
170	-3.04489	0.00297228	16.0679	0.00163754
171	-3.10166	0.00249968	16.2514	0.00147711
172	-3.15041	0.00283664	16.3892	0.0016259
173	-3.18425	0.00267849	16.4778	0.00153691
174	-3.20598	0.0025343	16.5464	0.00147959
175	-3.22583	0.00252957	16.5953	0.00147304
176	-3.23626	0.00249977	16.6387	0.00147037
177	-3.25141	0.00256865	16.6726	0.00149257
178	-3.26533	0.00262753	16.7051	0.00152975
179	-3.27116	0.00263341	16.727	0.00152197
180	-3.27937	0.00287327	16.7525	0.0016287
181	-3.29029	0.00291133	16.7748	0.00164505
182	-3.29904	0.00277595	16.7953	0.00159338
183	-3.30532	0.00273437	16.8098	0.00158402
184	-3.31057	0.0027083	16.8301	0.00156242
185	-3.31708	0.00277091	16.8476	0.00158686
186	-3.32318	0.00264842	16.8615	0.00153264
187	-3.32525	0.00271117	16.8781	0.00156905
188	-3.32809	0.00270094	16.8783	0.00155399
189	-3.32622	0.00275732	16.8784	0.00157629
190	-3.32634	0.00264511	16.8739	0.0015326
191	-3.32518	0.00263695	16.8768	0.00152954
192	-3.32509	0.00260349	16.873	0.00150979
193	-3.32846	0.00271103	16.8861	0.00155046
194	-3.3314	0.00268415	16.8874	0.00155627
195	-3.33494	0.00264085	16.9049	0.00153643
196	-3.33789	0.00266738	16.9046	0.00154066
197	-3.33895	0.00254897	16.9218	0.00148663
198	-3.34508	0.00248523	16.9243	0.00146233
199	-3.34599	0.00255304	16.9362	0.00149011
200	-3.35147	0.00249626	16.9467	0.00146544
201	-3.35428	0.0025449	16.9554	0.00148703
202	-3.35937	0.00253099	16.9661	0.00148284
203	-3.3606	0.00261114	16.9736	0.00150987
204	-3.36114	0.00244893	16.9846	0.0014396
205	-3.36579	0.002586	16.9918	0.00150447
206	-3.37234	0.0026332	17.0051	0.00152622
207	-3.37237	0.00266658	17.0082	0.00153652
208	-3.37374	0.00265981	17.0203	0.00152986
209	-3.37963	0.00271009	17.0274	0.00156864
210	-3.38448	0.00273246	17.0321	0.00157146
211	-3.38706	0.00265612	17.0448	0.00155681
212	-3.39196	0.00265622	17.0556	0.00154877
213	-3.39664	0.00266248	17.0573	0.00154318
214	-3.3944	0.00271436	17.0749	0.00157482
215	-3.40133	0.00260604	17.0703	0.00151612
216	-3.40298	0.00266846	17.0838	0.00154119
217	-3.40908	0.00267377	17.0905	0.00156763
218	-3.40882	0.00257207	17.0983	0.00151346
219	-3.41562	0.0025838	17.1042	0.0015168
220	-3.4148	0.00260052	17.1116	0.00152418
221	-3.4159	0.00262623	17.1195	0.00153364
222	-3.4211	0.00258905	17.1223	0.00152041
223	-3.42293	0.00265241	17.1334	0.00155612
224	-3.42684	0.00263648	17.1331	0.00154801
225	-3.42882	0.00277962	17.1478	0.00161665
226	-3.43127	0.00274154	17.1501	0.00158795
227	-3.43335	0.00275776	17.1616	0.00160896
228	-3.43501	0.0027245	17.1605	0.00157538
229	-3.43918	0.00281216	17.1759	0.00162933
230	-3.44178	0.00277196	17.1772	0.00161923
231	-3.44389	0.00271443	17.1891	0.00158962
232	-3.44642	0.00274154	17.1905	0.00159686
233	-3.44904	0.00259956	17.1995	0.0015352
234	-3.451	0.00274156	17.2028	0.00158652
235	-3.45206	0.00260232	17.2111	0.00152916
236	-3.45607	0.00251517	17.2166	0.0014798
237	-3.4584	0.0024693	17.2249	0.00146612
238	-3.45991	0.00261536	17.2255	0.00153232
239	-3.46219	0.00246293	17.2315	0.00145938
240	-3.46223	0.00243652	17.2366	0.00144857
241	-3.46547	0.00238049	17.2426	0.00142646
242	-3.46801	0.00244464	17.247	0.00146149
243	-3.46808	0.00238004	17.2537	0.00142098
244	-3.47259	0.00236768	17.2595	0.00142421
245	-3.47096	0.00239275	17.262	0.00143805
246	-3.47302	0.00237124	17.2691	0.00142742
247	-3.47446	0.00241779	17.2755	0.00144216
248	-3.47489	0.00242833	17.2805	0.00144688
249	-3.48342	0.00249284	17.2852	0.00148141
250	-3.48384	0.00237725	17.2943	0.00142749
251	-3.48588	0.00254159	17.2969	0.00150631
252	-3.48089	0.00240872	17.3074	0.00143839
253	-3.48155	0.00240616	17.303	0.00144068
254	-3.48493	0.0025736	17.3149	0.00151815
255	-3.49002	0.00258007	17.3134	0.00150146
256	-3.4921	0.00261632	17.3234	0.00153771
257	-3.49354	0.0025662	17.3201	0.00151413
258	-3.49763	0.00260671	17.3294	0.00152586
259	-3.50019	0.00259734	17.3331	0.00151605
260	-3.5115	0.00249225	17.3656	0.00148519
261	-3.64366	0.00261285	17.6882	0.00153713
262	-3.79112	0.00257918	18.047	0.00152579
263	-3.9236	0.00255028	18.3656	0.00152619
264	-4.43968	0.00238108	19.7051	0.00147815
265	-4.71187	0.00250195	20.2931	0.00153836
266	-4.90473	0.00252603	20.72	0.00154782
267	-5.0288	0.00258454	20.985	0.001583
268	-5.10612	0.00248194	21.1636	0.00153063
269	-5.16054	0.00262018	21.2746	0.00159658
270	-5.21356	0.00236642	21.3756	0.00149555
271	-5.41045	0.00257373	21.7779	0.00160562
272	-5.63231	0.00239413	22.2469	0.00150902
273	-5.78484	0.0025531	22.5676	0.00158732
274	-5.87177	0.00252029	22.7354	0.00158608
275	-5.93083	0.00247382	22.8495	0.00155687
276	-5.97498	0.00244251	22.9257	0.00155245
277	-6.00384	0.00242729	22.9867	0.00155673
278	-6.0187	0.00235666	23.0415	0.0015254
279	-6.13675	0.0025388	23.2435	0.00160296
280	-6.27837	0.00256763	23.4955	0.00161582
281	-6.37017	0.00256072	23.6671	0.00163054
282	-6.45718	0.00245677	23.8331	0.00158644
283	-6.52096	0.0024701	23.9565	0.00159074
284	-6.56394	0.00256746	24.0539	0.00164271
285	-6.59192	0.00232908	24.1091	0.00153144
286	-6.62323	0.00244956	24.1569	0.00160867
287	-6.67781	0.0023908	24.2421	0.00155682
288	-6.85697	0.00249866	24.5596	0.00164243
289	-7.02739	0.0024303	24.868	0.00159788
290	-7.1649	0.00249905	25.1169	0.00164285
291	-7.24871	0.00242434	25.2721	0.00161013
292	-7.31125	0.00243504	25.3655	0.00162901
293	-7.35003	0.0024632	25.4387	0.0016276
294	-7.22765	0.00249742	25.2427	0.00164899
295	-7.09869	0.00247107	25.0378	0.00159808
296	-7.00898	0.00253634	24.884	0.00163947
297	-6.95119	0.00250806	24.7926	0.00164863
298	-6.916	0.00249195	24.7298	0.00162748
299	-6.89705	0.00243745	24.701	0.00159781
300	-6.92513	0.00245081	24.744	0.00160962
301	-7.01672	0.0024183	24.8966	0.00157422
302	-7.07878	0.00248775	25.0073	0.00160442
303	-7.13116	0.00247231	25.0839	0.00163458
304	-7.16514	0.00248653	25.1424	0.00163104
305	-7.19093	0.00251331	25.1865	0.00164991
306	-7.20706	0.00251126	25.2073	0.00163617
307	-7.22207	0.00250204	25.2387	0.00166015
308	-7.23434	0.0025232	25.2558	0.00165973
309	-7.24298	0.00254404	25.2791	0.00166173
310	-7.25583	0.00245939	25.2887	0.00162107
311	-7.26819	0.0023795	25.3074	0.00159805
312	-7.27318	0.0023028	25.318	0.00155465
313	-7.28188	0.00242078	25.3295	0.00161199
314	-7.289	0.00241178	25.3408	0.00160893
315	-7.29598	0.00246328	25.3542	0.00163469
316	-7.30061	0.00247079	25.3636	0.00163977
317	-7.30605	0.00239911	25.3764	0.00160782
318	-7.31202	0.00244083	25.3904	0.00161466
319	-7.31786	0.0025401	25.3987	0.00167233
320	-7.32272	0.00245549	25.4122	0.00162327
321	-7.33011	0.00248223	25.4204	0.00162964
322	-7.34015	0.00255727	25.4342	0.00167053
323	-7.34855	0.00249494	25.4456	0.0016425
324	-7.35618	0.0023669	25.4591	0.0015803
325	-7.36156	0.00246243	25.4661	0.00162788
326	-7.3693	0.00248849	25.478	0.00164796
327	-7.37598	0.0024155	25.4874	0.00162483
328	-7.38684	0.00246563	25.509	0.00164127
329	-7.40751	0.00238756	25.5457	0.00160535
330	-7.42505	0.0023935	25.5712	0.00160821
331	-7.43849	0.00245805	25.595	0.00163275
332	-7.452	0.00254598	25.6088	0.00169489
333	-7.46084	0.00243634	25.6317	0.00162216
334	-7.46695	0.0024676	25.6455	0.0016369
335	-7.47462	0.00250177	25.6607	0.00165072
336	-7.48421	0.00252761	25.6693	0.00166146
337	-7.49194	0.00245649	25.6848	0.00163545
338	-7.50012	0.00243342	25.6913	0.00163468
339	-7.50788	0.00254	25.7038	0.00168799
340	-7.51482	0.00241124	25.71	0.00162357
341	-7.51853	0.002383	25.7242	0.00160497
342	-7.53033	0.00240472	25.7319	0.00161595
343	-7.53215	0.00234962	25.7435	0.00159029
344	-7.53769	0.0024099	25.7502	0.00162733
345	-7.54355	0.00244417	25.7663	0.0016255
346	-7.5512	0.00254327	25.7728	0.00168403
347	-7.55392	0.00246862	25.7849	0.00163088
348	-7.56075	0.00250192	25.7933	0.00165731
349	-7.56667	0.00252167	25.8045	0.00166552
350	-7.57128	0.00257623	25.8137	0.00169324
351	-7.57711	0.00248609	25.8204	0.00165835
352	-7.58472	0.0026182	25.8298	0.00172524
353	-7.58765	0.00256003	25.8399	0.00169137
354	-7.5963	0.00247775	25.8484	0.0016562
355	-7.59978	0.00246525	25.858	0.00164593
356	-7.60581	0.0025028	25.8618	0.0016745
357	-7.61091	0.00250826	25.8736	0.00168009
358	-7.61518	0.00255947	25.8824	0.00169384
359	-7.6199	0.00255644	25.887	0.00170798
360	-7.62588	0.00252831	25.8968	0.00167037
361	-7.63235	0.00253608	25.9078	0.00165911
362	-7.63733	0.00253723	25.9181	0.00167488
363	-7.64061	0.00256421	25.9209	0.00167612
364	-7.64778	0.00249527	25.9327	0.00164906
365	-7.65083	0.00247866	25.9392	0.00163907
366	-7.65626	0.00238505	25.9476	0.0016027
367	-7.66085	0.00233831	25.9526	0.00157314
368	-7.66686	0.00231309	25.9611	0.00156604
369	-7.67019	0.00243534	25.9661	0.00161205
370	-7.67495	0.00228562	25.9788	0.00154746
371	-7.67888	0.00236108	25.9781	0.00158593
372	-7.68298	0.0022979	25.9892	0.00156588
373	-7.68531	0.00229466	25.9921	0.00156189
374	-7.69018	0.00245363	26.0027	0.00165762
375	-7.69334	0.00246576	26.0078	0.00165369
376	-7.69749	0.0025122	26.0194	0.00168578
377	-7.70083	0.00247013	26.0267	0.00165933
378	-7.70323	0.00256609	26.0351	0.00170311
379	-7.70619	0.00243852	26.0409	0.00162659
380	-7.71016	0.00252998	26.0493	0.00167727
381	-7.71417	0.00259818	26.0528	0.00170975
382	-7.71299	0.00253756	26.0677	0.00168399
383	-7.72633	0.00264406	26.0698	0.00172573
384	-7.72398	0.00253924	26.0752	0.00168224
385	-7.7317	0.00251912	26.0829	0.00167446
386	-7.73155	0.00257157	26.0911	0.00169364
387	-7.74302	0.00249088	26.0961	0.00166735
388	-7.74688	0.00252261	26.0988	0.00167802
389	-7.75169	0.00252893	26.1066	0.00168224
390	-7.75639	0.00240412	26.1136	0.00163028
391	-7.76073	0.00251158	26.1132	0.0016849
392	-7.76371	0.00252815	26.1289	0.0017093
393	-7.76816	0.00245898	26.1291	0.00165745
394	-7.77493	0.00249757	26.1345	0.00168071
395	-7.77569	0.00251929	26.1398	0.00169937
396	-7.78375	0.00256029	26.1474	0.00172067
397	-7.78599	0.00252169	26.155	0.0016989
398	-7.7888	0.00249562	26.1612	0.00167518
399	-7.79337	0.00251005	26.1706	0.00166802
400	-7.91303	0.00247217	26.3533	0.00163728
401	-8.105	0.00228691	26.6577	0.00155837
402	-8.24941	0.00247325	26.8777	0.001662
403	-8.36641	0.00238885	27.0647	0.00163277
404	-8.76981	0.00223069	27.7696	0.00157161
405	-8.9025	0.00244711	27.966	0.00167577
406	-9.00842	0.00225987	28.1209	0.00158605
407	-9.10367	0.00234976	28.2578	0.00162795
408	-9.31519	0.00226134	28.5648	0.00158218
409	-9.51599	0.00232787	28.8472	0.00165354
410	-9.65283	0.00241347	29.0562	0.00169329
411	-9.77491	0.00229421	29.2248	0.0016507
412	-10.0783	0.00236204	29.6523	0.00169683
413	-10.4003	0.00230936	30.1046	0.00166835
414	-10.5917	0.00227879	30.3569	0.00168579
415	-10.7174	0.00228127	30.5214	0.00168388
416	-10.8039	0.0022228	30.6435	0.00166648
417	-10.9287	0.00237416	30.8007	0.00172685
418	-11.0493	0.00231809	30.9556	0.00171321
419	-11.1452	0.00244544	31.0844	0.00176095
420	-11.2201	0.00234599	31.174	0.00174182
421	-11.2697	0.002513	31.2481	0.00180664
422	-11.3164	0.00229996	31.3044	0.00171298
423	-11.4231	0.00239571	31.4372	0.00175383
424	-11.5686	0.00227295	31.6184	0.00169272
425	-11.6942	0.00229263	31.7761	0.00171524
426	-11.7999	0.00247435	31.9193	0.00182581
427	-11.8866	0.00231643	32.0384	0.00175241
428	-11.9554	0.00237822	32.1302	0.00176715
429	-12.0295	0.00235998	32.2227	0.00174653
430	-12.1627	0.00235177	32.3756	0.00173467
431	-12.2763	0.00230948	32.5179	0.00172603
432	-12.3636	0.00225903	32.6298	0.0016866
433	-12.439	0.00230754	32.7146	0.00174615
434	-12.4868	0.00230508	32.7778	0.00174381
435	-12.5307	0.00222434	32.8278	0.00170578
436	-12.5634	0.00233828	32.8655	0.00175649
437	-12.5917	0.00230078	32.9017	0.00173662
438	-12.6415	0.00219923	32.9561	0.00170128
439	-12.7258	0.00230312	33.055	0.00176608
440	-12.7993	0.00228033	33.1341	0.00174782
441	-12.8559	0.00217567	33.2025	0.00169604
442	-12.902	0.00239226	33.2551	0.00181083
443	-12.9411	0.00219916	33.2976	0.0016869
444	-12.9722	0.00222931	33.3358	0.0017151
445	-12.9973	0.00221617	33.3711	0.00171614
446	-13.0289	0.00229468	33.3983	0.0017561
447	-13.0537	0.00222411	33.425	0.00170523
448	-13.0709	0.00213648	33.4508	0.00166591
449	-13.0907	0.00214496	33.4736	0.00167913
450	-13.108	0.00219982	33.4946	0.00171612
451	-13.1271	0.00219423	33.5155	0.00172651
452	-13.1467	0.00243371	33.5349	0.00188542
453	-13.1651	0.00240722	33.5576	0.00184668
454	-13.1839	0.00224461	33.5725	0.00174112
455	-13.1981	0.00212211	33.5907	0.00166417
456	-13.2104	0.00214055	33.61	0.00169845
457	-13.2239	0.00220912	33.6248	0.00175574
458	-13.239	0.00230446	33.6442	0.00179702
459	-13.2545	0.00220227	33.6592	0.00173783
460	-13.2695	0.00234563	33.6747	0.00180915
461	-13.2871	0.00231726	33.6887	0.0017949
462	-13.3023	0.00225652	33.7063	0.00172881
463	-13.3146	0.00232915	33.7178	0.0017926
464	-13.3243	0.00217842	33.7349	0.00170243
465	-13.3338	0.00216487	33.7483	0.00170898
466	-13.3445	0.0022057	33.7616	0.00173999
467	-13.3569	0.00223531	33.7781	0.00176567
468	-13.3692	0.00229829	33.7906	0.00179644
469	-13.3824	0.00225647	33.8031	0.00178011
470	-13.3976	0.00236058	33.814	0.00181679
471	-13.4117	0.00234703	33.8318	0.00180539
472	-13.4232	0.00234852	33.8431	0.00178384
473	-13.4332	0.00229589	33.8565	0.00175739
474	-13.4438	0.0023342	33.865	0.00179833
475	-13.4531	0.00225484	33.8802	0.00175543
476	-13.4603	0.00215519	33.8909	0.00169509
477	-13.4702	0.00222689	33.9036	0.00175245
478	-13.4792	0.00222582	33.9157	0.00176059
479	-13.4928	0.00222573	33.9281	0.00174831
480	-13.5035	0.00229437	33.9383	0.00179594
481	-13.516	0.00227363	33.95	0.00178999
482	-13.5256	0.00227904	33.9602	0.00179304
483	-13.538	0.00229264	33.9724	0.00177198
484	-13.5536	0.00222913	33.9838	0.00175141
485	-13.5586	0.00230949	33.9944	0.00179535
486	-13.5688	0.00219384	34.0034	0.0017192
487	-13.5759	0.00223023	34.015	0.00173865
488	-13.5839	0.00222606	34.0261	0.00173089
489	-13.5928	0.00214778	34.0378	0.00169832
490	-13.6001	0.00217431	34.0443	0.00172231
491	-13.6096	0.00207125	34.0567	0.00167388
492	-13.6183	0.00217371	34.0651	0.00172632
493	-13.6282	0.00222923	34.0735	0.0017504
494	-13.6409	0.00222354	34.0843	0.00174445
495	-13.6508	0.00227413	34.095	0.00177083
496	-13.6622	0.00222263	34.1052	0.00175455
497	-13.6712	0.00225879	34.1142	0.00176554
498	-13.6766	0.00223295	34.1235	0.00175851
499	-13.6873	0.00233813	34.1322	0.00181897
500	-13.6971	0.00233319	34.1443	0.00180031
501	-13.7029	0.00220944	34.1491	0.00171875
502	-13.7105	0.00220069	34.1622	0.0017148
503	-13.7159	0.0022183	34.1707	0.00173699
504	-13.7237	0.00221287	34.1784	0.00173014
505	-13.7307	0.00209405	34.1884	0.00165965
506	-13.7385	0.00215678	34.1981	0.00172183
507	-13.7475	0.00215946	34.2044	0.00171536
508	-13.7569	0.00221576	34.2145	0.00175539
509	-13.7649	0.00220671	34.2244	0.00175863
510	-13.7746	0.00224125	34.2301	0.00176602
511	-13.7838	0.00219363	34.242	0.00174804
512	-13.7908	0.00221589	34.2453	0.00175846
513	-13.7994	0.00223268	34.257	0.00175291
514	-13.8053	0.00232176	34.2653	0.00181334
515	-13.867	0.00216059	34.3307	0.00171253
516	-14.2512	0.00226398	34.7204	0.00178479
517	-14.7922	0.00218236	35.3609	0.00177291
518	-14.9976	0.00208469	35.5849	0.00171874
519	-15.2174	0.00223553	35.7885	0.00182746
520	-15.682	0.00211553	36.2496	0.00177594
521	-16.0555	0.00207246	36.6105	0.00171486
522	-16.2991	0.00226891	36.8451	0.00185154
523	-16.5805	0.00221115	37.1101	0.00183095
524	-16.816	0.00222076	37.3385	0.00185651
525	-16.976	0.00202326	37.4778	0.00173647
526	-17.0804	0.00208914	37.5797	0.00179591
527	-17.1543	0.00220473	37.6408	0.00187997
528	-17.3721	0.00215494	37.8384	0.00183663
529	-17.6773	0.00218496	38.1068	0.00187584
530	-17.9371	0.00222999	38.3442	0.00186909
531	-18.1073	0.00204772	38.5066	0.00179923
532	-18.2237	0.00200503	38.6104	0.00175421
533	-18.3014	0.00210817	38.682	0.00183723
534	-18.3734	0.00191397	38.7371	0.0016861
535	-18.5461	0.00210633	38.8897	0.00184213
536	-18.7661	0.00200684	39.0701	0.00179456
537	-18.9387	0.00205197	39.222	0.00179725
538	-19.067	0.00221851	39.3307	0.00193148
539	-19.163	0.00215717	39.41	0.00189984
540	-19.2345	0.00209975	39.472	0.00186174
541	-19.313	0.0021484	39.5421	0.001889
542	-19.4986	0.00219936	39.6796	0.00190568
543	-19.6472	0.00209282	39.8061	0.0018278
544	-19.7579	0.00207018	39.8963	0.00183373
545	-19.8354	0.00221864	39.9662	0.0019663
546	-19.9119	0.00198424	40.0194	0.00177315
547	-19.9627	0.00210202	40.0675	0.00187705
548	-20.0103	0.0021957	40.1039	0.00192932
549	-20.0523	0.00190941	40.1375	0.00173955
550	-20.0866	0.0019505	40.1689	0.00176357
551	-20.1201	0.00213128	40.1949	0.00190286
552	-20.1925	0.00207193	40.2482	0.00186236
553	-20.2828	0.00203656	40.3133	0.0018366
554	-20.3497	0.00210819	40.3712	0.00187691
555	-20.4115	0.00191571	40.4157	0.00176285
