	Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
556	-20.4597	0.00197219	40.4565	0.0018203
557	-20.4984	0.00215476	40.4868	0.00192748
558	-20.5382	0.0021214	40.5166	0.00190852
559	-20.5734	0.00181367	40.5448	0.00170293
560	-20.6056	0.00197047	40.5724	0.00180816
561	-20.6404	0.00216233	40.5941	0.00193853
562	-20.6702	0.00218508	40.6146	0.00195005
563	-20.6945	0.00209896	40.638	0.00190338
564	-20.7205	0.00200703	40.6597	0.00183769
565	-20.7453	0.00203217	40.68	0.00182689
566	-20.7732	0.00211591	40.699	0.0018749
567	-20.8028	0.00194947	40.7177	0.00178351
568	-20.8244	0.00215532	40.7357	0.00194876
569	-20.8456	0.00216511	40.7562	0.00197993
570	-20.8678	0.00206937	40.773	0.00189954
571	-20.8919	0.00217845	40.7879	0.00193833
572	-20.9167	0.00206101	40.8059	0.00184045
573	-20.94	0.00194707	40.8181	0.00177353
574	-20.9589	0.00203762	40.8344	0.00185132
575	-20.9771	0.00209424	40.8505	0.00191559
576	-20.9964	0.00209494	40.8679	0.0019258
577	-21.0177	0.00213837	40.8798	0.00196522
578	-21.0396	0.00215306	40.8943	0.00195516
579	-21.0607	0.00213042	40.907	0.00193206
580	-21.0826	0.00206589	40.923	0.00189567
581	-21.0994	0.00199828	40.9365	0.00184842
582	-21.1163	0.00213342	40.9521	0.00193756
583	-21.1347	0.00215635	40.9659	0.00194575
584	-21.1544	0.00212144	40.9788	0.001898
585	-21.175	0.00215165	40.9908	0.00192788
586	-21.1947	0.0020291	41.0022	0.00186494
587	-21.2102	0.00204617	41.0186	0.00188657
588	-21.2267	0.00209825	41.0296	0.00194243
589	-21.2434	0.00204243	41.046	0.00190461
590	-21.262	0.00214568	41.0575	0.00198546
591	-21.2791	0.00221625	41.0674	0.00198617
592	-21.2992	0.00216167	41.0787	0.0019347
593	-21.3183	0.00209733	41.0905	0.00189034
594	-21.3333	0.00202371	41.102	0.00182916
595	-21.3484	0.00208031	41.1153	0.00187695
596	-21.3651	0.00216704	41.1304	0.00194672
597	-21.3771	0.00206421	41.1401	0.0019094
598	-21.3912	0.00213059	41.1505	0.00197204
599	-21.4065	0.00207964	41.1613	0.00193751
600	-21.4235	0.00212215	41.1721	0.00199304
601	-21.4422	0.00205186	41.1818	0.00190838
602	-21.4571	0.001904	41.193	0.00178273
603	-21.4703	0.00200314	41.2032	0.00186872
604	-21.484	0.00208982	41.2137	0.00190896
605	-21.5018	0.00211308	41.2294	0.00189573
606	-21.5139	0.00216918	41.2386	0.00195324
607	-21.5297	0.00219366	41.249	0.00194758
608	-21.5448	0.00209855	41.257	0.00190212
609	-21.5563	0.00206241	41.2667	0.0018987
610	-21.5734	0.00195239	41.2766	0.00184154
611	-21.5856	0.00201345	41.2868	0.00187824
612	-21.5976	0.00198167	41.296	0.00186684
613	-21.6126	0.00204786	41.3083	0.00191793
614	-21.6267	0.00207992	41.3197	0.00195624
615	-21.6393	0.0021819	41.329	0.00200844
616	-21.6524	0.00223451	41.3369	0.00202709
617	-21.667	0.00216596	41.3471	0.00198309
618	-21.6807	0.00210797	41.3551	0.0019126
619	-21.6976	0.00198466	41.365	0.00184302
620	-21.71	0.00199418	41.3742	0.00184204
621	-21.7214	0.00194351	41.3828	0.00180917
622	-21.7511	0.00196708	41.4066	0.00182517
623	-22.1767	0.00208822	41.6839	0.00195072
624	-22.8167	0.00213536	42.1825	0.00195495
625	-23.171	0.00207205	42.4327	0.0019504
626	-23.4528	0.00201564	42.6268	0.00192959
627	-24.0093	0.00199778	42.9844	0.00189979
628	-24.4157	0.00204194	43.2567	0.00192638
629	-24.6787	0.00202184	43.4278	0.00193261
630	-24.9934	0.00199016	43.6173	0.00195662
631	-25.6584	0.0019141	44.0267	0.00190625
632	-26.1331	0.00208806	44.3099	0.00201744
633	-26.396	0.00201154	44.4605	0.00195318
634	-26.852	0.00184329	44.7035	0.00186799
635	-27.3326	0.00168894	44.9864	0.00173983
636	-27.6636	0.0020968	45.1761	0.00209387
637	-27.8539	0.00173199	45.2772	0.00176513
638	-27.9868	0.0017734	45.3413	0.00181597
639	-28.0814	0.00184891	45.392	0.00189247
640	-28.1764	0.00210305	45.4377	0.00210441
641	-28.3308	0.00186821	45.5082	0.00189839
642	-28.4576	0.002062	45.5704	0.0020696
643	-28.5557	0.00193704	45.6134	0.00198945
644	-28.634	0.00171652	45.6546	0.0017853
645	-28.7333	0.00196176	45.6985	0.00196841
646	-28.8649	0.00182355	45.7644	0.00184675
647	-29.0182	0.00191645	45.8351	0.00194705
648	-29.1455	0.00180171	45.8973	0.00186517
649	-29.2518	0.00190012	45.9534	0.00193345
650	-29.3434	0.00191514	46.0025	0.00203532
651	-29.4173	0.00183448	46.0357	0.00187983
652	-29.4822	0.00189675	46.0697	0.00195998
653	-29.5391	0.00186938	46.0995	0.00190508
654	-29.5922	0.00189075	46.1235	0.00194458
655	-29.6383	0.00195661	46.1443	0.00201444
656	-29.6786	0.0019482	46.1624	0.00200696
657	-29.7129	0.00186461	46.1758	0.00190255
658	-29.7371	0.00181337	46.1891	0.00187354
659	-29.7506	0.0018621	46.1932	0.00192581
660	-29.7536	0.00181956	46.1991	0.0018789
661	-29.7669	0.00195855	46.2038	0.00199696
662	-29.7846	0.00194695	46.2143	0.00200104
663	-29.8139	0.00190199	46.2237	0.001937
664	-29.8412	0.00185317	46.2383	0.00190377
665	-29.8676	0.00187659	46.2489	0.00192264
666	-29.8952	0.00187626	46.2619	0.00194444
667	-29.925	0.00187062	46.2734	0.00194759
668	-29.9528	0.00190514	46.2832	0.00197584
669	-29.9827	0.0018593	46.2984	0.00192595
670	-30.0105	0.00191172	46.3066	0.00196907
671	-30.0374	0.00187421	46.3208	0.00194648
672	-30.0674	0.00193583	46.3316	0.00200309
673	-30.0965	0.00193959	46.3422	0.00198271
674	-30.1227	0.00191225	46.356	0.00194579
675	-30.1472	0.00189954	46.3697	0.00192041
676	-30.1732	0.0019236	46.3818	0.00195217
677	-30.2005	0.00181914	46.3904	0.00190008
678	-30.2313	0.00185271	46.4031	0.00191021
679	-30.2567	0.00178679	46.4129	0.00186318
680	-30.2797	0.00186355	46.4235	0.00189313
681	-30.3041	0.00193217	46.4331	0.0019775
682	-30.3318	0.00190166	46.4463	0.00197484
683	-30.3611	0.0019149	46.4527	0.00198614
684	-30.3804	0.00192836	46.4686	0.00197317
685	-30.4076	0.00196329	46.4776	0.00197026
686	-30.4249	0.00187977	46.49	0.00191612
687	-30.4498	0.00202476	46.4987	0.00202647
688	-30.4761	0.00191258	46.5092	0.00196747
689	-30.4986	0.00186955	46.5189	0.00194446
690	-30.522	0.00187157	46.529	0.00195065
691	-30.541	0.00192677	46.5366	0.00197551
692	-30.566	0.00185452	46.5456	0.00191731
693	-30.5914	0.00193839	46.5565	0.00200206
694	-30.6184	0.00191983	46.5631	0.00198658
695	-30.6376	0.00194323	46.5769	0.00202583
696	-30.658	0.0019338	46.582	0.0020053
697	-30.6785	0.00202329	46.5962	0.00206
698	-30.7016	0.00198429	46.602	0.00202091
699	-30.7247	0.00195547	46.6139	0.00201364
700	-30.7446	0.00195289	46.6245	0.00202938
701	-30.764	0.001952	46.6333	0.00205367
702	-30.784	0.00192152	46.6413	0.00201268
703	-30.8011	0.00180649	46.6465	0.00192078
704	-30.8222	0.00189025	46.6591	0.00195806
705	-30.8455	0.00185774	46.6648	0.00195474
706	-30.8669	0.00186258	46.6739	0.0019473
707	-30.8893	0.00194599	46.6814	0.00203323
708	-30.9103	0.00196455	46.6902	0.00202157
709	-30.9259	0.00188528	46.6991	0.00199966
710	-30.9472	0.00199055	46.708	0.00206238
711	-30.9679	0.00204335	46.7164	0.00208107
712	-30.9944	0.00208336	46.7232	0.00208691
713	-31.009	0.00205529	46.7328	0.00210036
714	-31.0263	0.00204816	46.7387	0.00209289
715	-31.0433	0.00197215	46.7489	0.00206247
716	-31.058	0.00188513	46.757	0.00201155
717	-31.0762	0.00191223	46.7665	0.00202123
718	-31.0983	0.00194105	46.7725	0.00204646
719	-31.1167	0.00188714	46.7834	0.00196006
720	-31.1381	0.00196828	46.787	0.00202544
721	-31.1543	0.00185581	46.7989	0.00194402
722	-31.1701	0.00191616	46.8005	0.00198683
723	-31.1903	0.001963	46.8107	0.00201734
724	-31.2041	0.00195734	46.8158	0.00202628
725	-31.2255	0.00188067	46.8226	0.00195302
726	-31.2446	0.00198772	46.8352	0.00202865
727	-31.2633	0.00192171	46.8387	0.00195547
728	-31.2795	0.00203511	46.8499	0.0020562
729	-31.2978	0.00202048	46.854	0.00207375
730	-31.3145	0.00207248	46.8628	0.00212411
731	-31.3283	0.00203998	46.8714	0.00212967
732	-31.3472	0.00204126	46.8773	0.00213498
733	-31.3664	0.00201297	46.8863	0.00210736
734	-31.4548	0.00192222	46.9204	0.00202002
735	-31.8738	0.00180122	47.0723	0.00191781
736	-32.5117	0.0019073	47.4029	0.00200128
737	-32.7615	0.00182066	47.4924	0.00191882
738	-32.9318	0.00188141	47.5578	0.00198386
739	-33.4245	0.00171548	47.7286	0.00187361
740	-34.0296	0.00190769	47.9576	0.00202956
741	-34.4401	0.00181899	48.1093	0.00194895
742	-34.6841	0.00193205	48.192	0.00204452
743	-34.8525	0.00183926	48.251	0.00198143
744	-34.9675	0.00185379	48.2866	0.00196089
745	-35.0493	0.00195868	48.3116	0.0020772
746	-35.1201	0.00195431	48.3399	0.0020857
747	-35.1801	0.00185098	48.3551	0.00199455
748	-35.2626	0.00188896	48.3829	0.00200835
749	-35.6065	0.00200446	48.4741	0.00214516
750	-35.9251	0.0020301	48.5787	0.00211677
751	-36.1586	0.00179581	48.6498	0.0019809
752	-36.3123	0.00197164	48.7054	0.00207885
753	-36.4711	0.00180879	48.7498	0.00198142
754	-36.8885	0.00183949	48.8621	0.00200061
755	-37.3871	0.00181085	49.0058	0.00195857
756	-37.7069	0.00190298	49.0998	0.0020784
757	-37.915	0.00182394	49.1534	0.00197607
758	-38.0594	0.00192929	49.1889	0.00208759
759	-38.1733	0.00197211	49.2221	0.00212201
760	-38.258	0.00190071	49.2436	0.00207303
761	-38.3385	0.00195552	49.2634	0.00209133
762	-38.6726	0.00201464	49.333	0.0021712
763	-39.0668	0.00186171	49.425	0.00202006
764	-39.3842	0.00203945	49.5167	0.00214748
765	-39.5859	0.00186194	49.5694	0.0020167
766	-39.7209	0.00203986	49.6027	0.00217077
767	-39.8198	0.00195532	49.6249	0.00209779
768	-39.8473	0.0019819	49.6356	0.00212321
769	-39.5979	0.00195305	49.5945	0.0021004
770	-39.0314	0.00202463	49.5001	0.00216034
771	-38.3422	0.00207799	49.3663	0.00221277
772	-37.8923	0.00186036	49.2712	0.00202614
773	-37.6373	0.00203384	49.2176	0.00214718
774	-37.4478	0.00179278	49.1752	0.00197097
775	-37.0756	0.00195716	49.0931	0.00207372
776	-36.7307	0.00184655	49.0072	0.00202671
777	-36.5182	0.00198177	48.9571	0.00206672
778	-36.4003	0.00187584	48.9253	0.00200868
779	-36.2451	0.00178723	48.8891	0.00196817
780	-35.8482	0.0017441	48.7861	0.00189608
781	-35.5188	0.0019188	48.6994	0.00204292
782	-35.3229	0.00173369	48.644	0.001905
783	-35.2044	0.00187237	48.6102	0.00202114
784	-35.1272	0.00196204	48.5935	0.00208265
785	-35.0589	0.00193894	48.5723	0.00205315
786	-34.6853	0.00187795	48.4656	0.0020264
787	-34.3242	0.00188075	48.3564	0.0020003
788	-34.0858	0.00190928	48.285	0.00202156
789	-33.7855	0.00183021	48.1911	0.00195281
790	-33.3009	0.00188773	48.0352	0.00200208
791	-32.9672	0.00194723	47.9231	0.00203846
792	-32.6783	0.00190304	47.8255	0.00201407
793	-32.0609	0.00203887	47.6019	0.00209393
794	-31.5067	0.00203079	47.3911	0.0021096
795	-31.1369	0.00205931	47.2449	0.00211145
796	-30.773	0.00194721	47.0984	0.00201303
797	-30.1378	0.00181338	46.8319	0.00191424
798	-29.6721	0.00191221	46.628	0.00197633
799	-29.3473	0.00204957	46.4799	0.00203343
800	-28.7103	0.00196579	46.1777	0.00201476
801	-28.086	0.00198394	45.8612	0.00203531
802	-27.6649	0.00207864	45.6443	0.00207387
803	-27.3013	0.00193424	45.4548	0.00193271
804	-26.7605	0.00194338	45.1631	0.00193422
805	-26.3717	0.001977	44.9488	0.00199225
806	-26.0305	0.00195047	44.7615	0.00193671
807	-25.4877	0.00204871	44.4473	0.00199218
808	-25.0146	0.00211944	44.1624	0.0020307
809	-24.6302	0.00206979	43.9285	0.00195845
810	-24.0933	0.00200856	43.594	0.00192987
811	-23.6632	0.00212841	43.318	0.00198959
812	-23.2998	0.0019844	43.0809	0.0019366
813	-22.7102	0.00203575	42.6745	0.0019087
814	-22.2418	0.00205166	42.3532	0.0019169
815	-21.8021	0.00212001	42.0399	0.00192456
816	-21.1099	0.00207554	41.5259	0.00190439
817	-20.6014	0.00211888	41.1448	0.00193823
818	-20.2117	0.00216791	40.846	0.00196198
819	-19.6259	0.00207602	40.3838	0.00185942
820	-19.1036	0.00211923	39.9607	0.00187957
821	-18.7071	0.00217068	39.6326	0.00186903
822	-18.3599	0.00215967	39.3366	0.00188317
823	-17.7661	0.00204914	38.8126	0.00177607
824	-17.1258	0.00222068	38.237	0.00191005
825	-16.6457	0.00207403	37.7939	0.00175525
826	-16.1304	0.00206407	37.3041	0.0017385
827	-15.6825	0.00223704	36.8576	0.00184059
828	-15.3613	0.002223	36.5335	0.00183688
829	-15.1275	0.00197727	36.299	0.00164451
830	-14.9481	0.00230514	36.1168	0.00186378
831	-14.814	0.00219996	35.9811	0.00178588
832	-14.7102	0.00213048	35.871	0.00172591
833	-14.6227	0.00200874	35.7831	0.00163228
834	-14.5443	0.00221918	35.7029	0.00178881
835	-14.4043	0.00221663	35.5633	0.00177802
836	-14.053	0.002188	35.1796	0.00175179
837	-13.7296	0.00215624	34.8154	0.00169594
838	-13.4497	0.0021498	34.5023	0.00169939
839	-13.0237	0.00218369	34.0056	0.00169621
840	-12.7143	0.00221793	33.6406	0.00171012
841	-12.4324	0.0023981	33.3113	0.00178777
842	-11.8553	0.00220762	32.597	0.00167862
843	-11.3263	0.002281	31.9197	0.00168255
844	-10.9164	0.00245492	31.3848	0.00175429
845	-10.3228	0.00245887	30.5877	0.00173113
846	-9.80963	0.00236498	29.8615	0.00166956
847	-9.41627	0.00233005	29.2968	0.00164186
848	-9.04698	0.00240214	28.7465	0.00168011
849	-8.64106	0.00230189	28.1276	0.00159621
850	-8.32828	0.00253103	27.6344	0.00168791
851	-7.98257	0.00245091	27.0911	0.00164304
852	-7.58658	0.00241392	26.4273	0.00159843
853	-7.26743	0.00239905	25.8726	0.0015832
854	-6.88208	0.00247746	25.1939	0.0015991
855	-6.49521	0.00241744	24.4891	0.00155236
856	-6.14589	0.00234253	23.8343	0.0015036
857	-5.69227	0.00249946	22.9375	0.0015677
858	-5.30308	0.00244349	22.1384	0.00152863
859	-4.92342	0.00252925	21.3332	0.00155246
860	-4.56083	0.00253094	20.5191	0.00154823
861	-4.19784	0.002601	19.6411	0.00153848
862	-3.94744	0.00240972	19.0564	0.00144462
863	-3.68716	0.0026035	18.3949	0.00154292
864	-3.4479	0.00268695	17.7742	0.00155379
865	-3.21162	0.00249433	17.1298	0.0014492
866	-2.98808	0.00253349	16.4988	0.00146504
867	-2.7914	0.00252794	15.9002	0.00146224
868	-2.60753	0.00252266	15.3521	0.00144624
869	-2.44423	0.00256172	14.8303	0.00146154
870	-2.3021	0.00243116	14.3567	0.0013998
871	-2.16921	0.00249023	13.9125	0.00141394
872	-2.05288	0.00257772	13.5045	0.00144866
873	-1.94738	0.002517	13.1372	0.00141981
874	-1.85136	0.00247695	12.7799	0.00139396
875	-1.77717	0.00252278	12.4973	0.00142242
876	-1.71339	0.00248486	12.2432	0.00140578
877	-1.65276	0.00258592	12.015	0.00144569
878	-1.60449	0.00232953	11.8089	0.00133707
879	-1.55689	0.00265208	11.6298	0.00147414
880	-1.5208	0.00244358	11.4694	0.00137874
881	-1.48923	0.00247494	11.3331	0.00138668
882	-1.45947	0.00247796	11.2161	0.00140181
883	-1.43145	0.00271073	11.1085	0.00149361
884	-1.40885	0.00251009	11.0143	0.00139766
885	-1.38708	0.00253324	10.9235	0.00141427
886	-1.3679	0.00256629	10.8364	0.00143404
887	-1.35129	0.00252674	10.7616	0.00142242
888	-1.33385	0.00261678	10.6849	0.00145356
889	-1.31438	0.00256608	10.6161	0.00143493
890	-1.29782	0.00245808	10.5473	0.0013847
891	-1.28345	0.00250221	10.4821	0.00139934
892	-1.26845	0.00245194	10.4207	0.00138139
893	-1.26061	0.00247276	10.364	0.00139254
894	-1.2473	0.00262052	10.3062	0.00144633
895	-1.23648	0.00249002	10.2539	0.00139177
896	-1.22791	0.00259265	10.1999	0.00142739
897	-1.21275	0.00254767	10.1477	0.00141101
898	-1.20649	0.00246496	10.0988	0.00138009
899	-1.19186	0.00254548	10.0467	0.00140479
900	-1.17995	0.00248159	9.99901	0.00138096
901	-1.16736	0.00246231	9.95179	0.00137408
902	-1.15778	0.00247749	9.90173	0.00138937
903	-1.14728	0.0023789	9.85749	0.00133585
904	-1.13835	0.00249627	9.81064	0.00139001
905	-1.12485	0.00249815	9.76595	0.00138737
906	-1.12115	0.00251332	9.72216	0.00140399
907	-1.114	0.00265393	9.67815	0.0014501
908	-1.10552	0.00263827	9.63715	0.00145155
909	-1.09529	0.00268527	9.59763	0.00146943
910	-1.08861	0.00256322	9.55476	0.00140758
911	-1.08211	0.00268679	9.51866	0.00145484
912	-1.06981	0.00265744	9.47746	0.0014378
913	-1.0634	0.0026	9.4381	0.00141377
914	-1.05867	0.00254846	9.40027	0.00140027
915	-1.04683	0.00255311	9.36292	0.00140815
916	-1.04394	0.0025268	9.32607	0.00140255
917	-1.03558	0.00257129	9.29133	0.00142437
918	-1.02507	0.00260173	9.2548	0.00143505
919	-1.01709	0.00263163	9.22296	0.00143822
920	-1.01034	0.0025659	9.18812	0.00140189
921	-1.00389	0.00258067	9.1551	0.00141178
922	-0.99454	0.00272793	9.1229	0.00148003
923	-0.991647	0.00261222	9.09348	0.00143555
924	-0.987123	0.00275733	9.06048	0.00148968
925	-0.980797	0.00265326	9.03096	0.00144661
926	-0.975004	0.00260855	8.99845	0.00143642
927	-0.968399	0.00243055	8.97084	0.00135076
928	-0.966643	0.00256094	8.94203	0.00140326
929	-0.960836	0.00255393	8.91526	0.00139612
930	-0.955888	0.00250553	8.88397	0.00138357
931	-0.948006	0.00245168	8.85783	0.00136191
932	-0.943559	0.0024147	8.8323	0.00134804
933	-0.940542	0.00244565	8.80694	0.00135173
934	-0.936622	0.00265107	8.77776	0.00144299
935	-0.929698	0.0025125	8.75278	0.0013925
936	-0.924565	0.00256904	8.72769	0.00141015
937	-0.920976	0.00241833	8.70563	0.00134334
938	-0.918097	0.00238805	8.68128	0.0013292
939	-0.913059	0.00254716	8.65742	0.00138921
940	-0.908084	0.00251681	8.63257	0.00139531
941	-0.902111	0.0024917	8.60987	0.00138222
942	-0.895039	0.00249871	8.58793	0.00137615
943	-0.890877	0.00252411	8.56805	0.00137905
944	-0.890141	0.00251583	8.54456	0.00136988
945	-0.887169	0.00247255	8.52387	0.00135986
946	-0.879577	0.0026325	8.50159	0.00142199
947	-0.872872	0.00254017	8.4817	0.001395
948	-0.870119	0.00251161	8.46041	0.001382
949	-0.867798	0.00260492	8.44257	0.00141835
950	-0.866478	0.00264674	8.42271	0.00142568
951	-0.86195	0.00256946	8.40124	0.00139104
952	-0.859907	0.00261023	8.38346	0.00141482
953	-0.874435	0.00260732	8.36486	0.00141751
954	-0.843194	0.00255403	8.35085	0.00139925
955	-0.8458	0.00247702	8.32736	0.00137002
956	-0.836789	0.00242803	8.30965	0.00135187
957	-0.836888	0.00241327	8.29345	0.00133342
958	-0.839591	0.00255891	8.27515	0.00139948
959	-0.838126	0.00254059	8.25757	0.00139393
960	-0.834082	0.00256002	8.2389	0.00141022
961	-0.829543	0.00244337	8.22295	0.00135848
962	-0.826666	0.0024308	8.20559	0.0013661
963	-0.823381	0.00239604	8.19133	0.00134257
964	-0.819329	0.00223444	8.17571	0.00126964
965	-0.821862	0.00232761	8.15933	0.00131304
966	-0.817803	0.00240478	8.14288	0.00134028
967	-0.818102	0.0024079	8.12588	0.00134406
968	-0.812076	0.00233181	8.11078	0.00130949
969	-0.808706	0.00241896	8.09411	0.00135757
970	-0.805247	0.00235001	8.07995	0.00133408
971	-0.801734	0.00228558	8.06556	0.00129454
972	-0.797958	0.00236097	8.0526	0.00133063
973	-0.797509	0.0023779	8.0375	0.00133416
974	-0.796754	0.00238869	8.02304	0.0013379
975	-0.795918	0.00240464	8.00973	0.00134336
976	-0.792994	0.00244886	7.99381	0.00135713
977	-0.790791	0.00240766	7.97893	0.00134436
978	-0.783705	0.00237871	7.96468	0.00133589
979	-0.780801	0.00241522	7.95069	0.00134481
980	-0.776999	0.00238539	7.93823	0.00133707
981	-0.77658	0.00236148	7.92445	0.00132116
982	-0.773292	0.00248045	7.91243	0.00137585
983	-0.774927	0.00250394	7.89859	0.00137366
984	-0.770301	0.00258924	7.88665	0.00141268
985	-0.768213	0.00249584	7.87257	0.00136856
986	-0.766438	0.00247949	7.85866	0.00136755
987	-0.762148	0.00245043	7.84534	0.00135865
988	-0.757253	0.00237545	7.83224	0.00132998
989	-0.754571	0.00229607	7.81942	0.00128816
990	-0.752726	0.00242397	7.80824	0.00134683
991	-0.753699	0.00241958	7.79492	0.00133784
992	-0.751157	0.00252454	7.78458	0.00137884
993	-0.749064	0.0025082	7.77353	0.001371
994	-0.748518	0.00253632	7.76035	0.00137723
995	-0.746473	0.00252805	7.74863	0.00137776
996	-0.743724	0.00248186	7.73536	0.00135809
997	-0.741896	0.00233034	7.72313	0.00129729
998	-0.737525	0.00240748	7.71073	0.00132883
999	-0.736064	0.00241539	7.69948	0.00132837
1000	-0.736279	0.0024915	7.68921	0.00136787
1001	-0.732018	0.00244391	7.67845	0.00134645
1002	-0.730775	0.00259071	7.66829	0.00139407
1003	-0.727026	0.00254157	7.65504	0.00137783
1004	-0.727042	0.00250633	7.64545	0.00136257
1005	-0.725328	0.00252727	7.63268	0.00137077
1006	-0.722958	0.00253594	7.62182	0.00137484
1007	-0.722499	0.00256038	7.60996	0.0013846
1008	-0.721746	0.00254927	7.59829	0.00137207
