	Point 1 (Reference Step: 0)		Point 1 (Reference Step: 0)		Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
Step No.	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement
	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm
249	-3.21142	0.00329069	9.66779	0.00247691	-2.13817	0.00413128	7.16447	0.00259775
250	-3.20898	0.00338301	9.67165	0.00252917	-2.13828	0.00398528	7.16873	0.00251443
251	-3.21204	0.00345674	9.6688	0.00257512	-2.13425	0.00422134	7.16619	0.0026198
252	-3.21357	0.00327646	9.67184	0.00245052	-2.14121	0.00420152	7.17034	0.00264475
253	-3.2105	0.00346363	9.67282	0.00255542	-2.13957	0.0040247	7.16807	0.00255677
254	-3.21442	0.00352511	9.67147	0.00261887	-2.14211	0.00418722	7.16998	0.00261927
255	-3.21224	0.00358464	9.66974	0.00263614	-2.14005	0.0042423	7.16887	0.00266739
256	-3.21423	0.00343064	9.67496	0.00255083	-2.14066	0.00401429	7.17122	0.00251559
257	-3.2105	0.00330909	9.67534	0.00248288	-2.14022	0.00416085	7.17075	0.00259639
258	-3.21462	0.00330161	9.67799	0.00245672	-2.14014	0.00409649	7.17333	0.0025963
259	-3.21453	0.00338195	9.67841	0.00253246	-2.1411	0.00409309	7.17263	0.00259124
260	-3.21541	0.00327047	9.67965	0.00245522	-2.14008	0.00410755	7.17536	0.00259225
261	-3.21766	0.00334087	9.68175	0.00251077	-2.14261	0.00412378	7.17621	0.00260146
262	-3.2196	0.00347229	9.68555	0.00257312	-2.1457	0.00417612	7.17892	0.00265004
263	-3.21697	0.00335457	9.68187	0.00252671	-2.14183	0.00418969	7.1775	0.00263469
264	-3.21907	0.0033085	9.68414	0.00249724	-2.14313	0.0042148	7.1793	0.00264795
265	-3.22043	0.00342022	9.68767	0.00259031	-2.14134	0.00409881	7.18054	0.00258223
266	-3.21955	0.00332883	9.68806	0.00250066	-2.14324	0.00430524	7.18293	0.00268491
267	-3.21902	0.00337179	9.68969	0.00252558	-2.14306	0.00422543	7.1813	0.00265267
268	-3.22406	0.00324391	9.69019	0.00244333	-2.14419	0.00408657	7.18366	0.00260362
269	-3.22064	0.00333367	9.69424	0.00249893	-2.1432	0.00410825	7.18597	0.00261121
270	-3.22416	0.00342975	9.69213	0.00257851	-2.14679	0.00419982	7.18513	0.0026395
271	-3.21558	0.00331849	9.7005	0.00246923	-2.13973	0.00415624	7.18894	0.00261605
272	-3.20853	0.00338612	9.69842	0.00253999	-2.12668	0.0038895	7.19197	0.0024764
273	-3.22441	0.00320012	9.69745	0.00241866	-2.14507	0.00415092	7.18765	0.00260227
274	-3.22944	0.00333583	9.6958	0.00249275	-2.14737	0.00415111	7.18789	0.00266779
275	-3.22955	0.00345193	9.7016	0.00258437	-2.14908	0.00408107	7.19222	0.00259933
276	-3.22849	0.00332531	9.70315	0.00249961	-2.14863	0.00412442	7.1956	0.00260371
277	-3.22886	0.00337224	9.70716	0.00252451	-2.14881	0.00407246	7.19334	0.00257143
278	-3.22809	0.00333392	9.70673	0.00250285	-2.14902	0.00411674	7.19794	0.00259146
279	-3.22667	0.00344413	9.70496	0.00256381	-2.14951	0.00406009	7.19647	0.00258961
280	-3.23058	0.00346889	9.70752	0.00259565	-2.15146	0.00410959	7.19733	0.00259819
281	-3.23194	0.00339996	9.71199	0.00254828	-2.15257	0.00409115	7.19743	0.00258471
282	-3.23518	0.00344285	9.71166	0.00255277	-2.15121	0.00421604	7.20212	0.00269128
283	-3.23348	0.00336134	9.71679	0.00250323	-2.15007	0.00411408	7.20085	0.00258676
284	-3.23202	0.00344932	9.7206	0.00256343	-2.15314	0.00419925	7.20188	0.00261268
285	-3.23306	0.00347043	9.71643	0.00259027	-2.15121	0.00425838	7.20478	0.00269032
286	-3.23387	0.00352056	9.71798	0.00260297	-2.15335	0.00395472	7.20462	0.00249786
287	-3.23402	0.00361489	9.71922	0.0026494	-2.15293	0.00408325	7.20444	0.00260791
288	-3.2362	0.00366086	9.72145	0.00268412	-2.15271	0.0041462	7.20597	0.00261276
289	-3.23653	0.00341128	9.72385	0.00254576	-2.15335	0.00398995	7.2071	0.00253787
290	-3.23599	0.0034839	9.72398	0.00258759	-2.15515	0.00413287	7.20704	0.00259799
291	-3.23725	0.00361454	9.72464	0.00266302	-2.15388	0.00401732	7.20694	0.00255802
292	-3.24026	0.00357669	9.72548	0.00262448	-2.15488	0.00396443	7.20866	0.00253022
293	-3.23822	0.00374693	9.72733	0.00275724	-2.15591	0.00406549	7.21065	0.00257412
294	-3.23725	0.00350773	9.72709	0.00261856	-2.15752	0.00399763	7.20985	0.00250697
295	-3.24215	0.00354512	9.73021	0.00261004	-2.1572	0.00405828	7.21075	0.00257686
296	-3.24016	0.00341329	9.73109	0.00253646	-2.15668	0.00409935	7.2115	0.00261513
297	-3.24362	0.00352573	9.73186	0.00261784	-2.15803	0.00412975	7.2125	0.00260587
298	-3.23732	0.00355265	9.73343	0.00264356	-2.15685	0.00400668	7.21544	0.00254857
299	-3.23821	0.00358929	9.73154	0.00265994	-2.15918	0.00404016	7.21483	0.00258981
300	-3.23924	0.00358495	9.73268	0.00265687	-2.15936	0.00407703	7.21514	0.00258837
301	-3.24065	0.00362625	9.73463	0.00264928	-2.16033	0.00396225	7.21635	0.00254534
302	-3.24182	0.00353865	9.73574	0.00261658	-2.16091	0.00415071	7.21633	0.00261393
303	-3.24332	0.00350263	9.73305	0.00259458	-2.15976	0.0039781	7.21483	0.00256532
304	-3.24494	0.00382718	9.73545	0.00276648	-2.15986	0.00404993	7.2164	0.00258742
305	-3.24769	0.00353316	9.74545	0.00261555	-2.16189	0.00390739	7.22073	0.00249105
306	-3.2924	0.00367683	9.8405	0.00271647	-2.19044	0.00446935	7.29154	0.00267203
307	-3.35413	0.00349301	9.97583	0.00259835	-2.23201	0.00425677	7.38479	0.00258556
308	-3.41634	0.00341555	10.1088	0.00253661	-2.26884	0.004234	7.48566	0.00260195
309	-3.48017	0.00347307	10.259	0.00253939	-2.31232	0.00443711	7.60209	0.00266274
310	-3.53597	0.00356086	10.3824	0.00259608	-2.34845	0.00454818	7.69407	0.00271626
311	-3.60671	0.003506	10.5295	0.00254876	-2.39423	0.00412371	7.80776	0.00250783
312	-3.71975	0.00357872	10.7748	0.00261	-2.46901	0.00453792	7.98653	0.00269458
313	-3.86668	0.00318796	11.0884	0.00241509	-2.5637	0.00450458	8.22512	0.00266362
314	-4.05465	0.00347104	11.5012	0.002618	-2.69249	0.00431116	8.53207	0.00260232
315	-4.33662	0.00352698	12.1102	0.00264497	-2.88625	0.0043218	9.00993	0.00265507
316	-4.59495	0.00341334	12.6501	0.0025808	-3.0486	0.004299	9.4288	0.00254435
317	-4.77615	0.00380736	13.0245	0.0028154	-3.1803	0.00440567	9.72474	0.00266443
318	-4.90894	0.00373549	13.288	0.00277951	-3.26881	0.00449053	9.92343	0.00278448
319	-5.07076	0.00320103	13.5927	0.00242549	-3.36894	0.004587	10.1561	0.00286366
320	-5.21515	0.0037183	13.8938	0.00276642	-3.47067	0.00454484	10.3877	0.00279021
321	-5.34426	0.00331197	14.1343	0.00252222	-3.55428	0.00440993	10.5761	0.00269618
322	-5.43632	0.00398619	14.3113	0.00288624	-3.6194	0.0045008	10.7161	0.00274563
323	-5.5366	0.003193	14.4937	0.0025082	-3.6823	0.00470021	10.8609	0.00280937
324	-5.65223	0.00378631	14.717	0.00291595	-3.76401	0.00446094	11.0294	0.00277921
325	-5.76581	0.00349153	14.9322	0.00263468	-3.84293	0.00445421	11.1921	0.00277617
326	-5.86504	0.00365783	15.1104	0.0027774	-3.90715	0.00430454	11.3331	0.0027218
327	-5.94387	0.00381303	15.2545	0.00291666	-3.96208	0.00441296	11.4463	0.0027721
328	-6.04669	0.00374292	15.4472	0.0028063	-4.03117	0.00445632	11.5931	0.00277937
329	-6.25139	0.00334773	15.8075	0.00261132	-4.16633	0.00429552	11.8697	0.00271866
330	-6.44791	0.00390809	16.1527	0.00291117	-4.30011	0.00447886	12.1366	0.0028521
331	-6.61	0.00387716	16.4397	0.00298378	-4.40692	0.00445496	12.3587	0.00286959
332	-6.74904	0.00401204	16.678	0.00298021	-4.50218	0.00443978	12.5518	0.00290982
333	-6.92899	0.00365435	17.0025	0.00280131	-4.62835	0.00458743	12.7976	0.00287665
334	-7.14299	0.00394438	17.3445	0.00295305	-4.76308	0.00468933	13.0686	0.00294527
335	-7.317	0.0035808	17.6424	0.00277572	-4.88745	0.00459734	13.3049	0.00285001
336	-7.45893	0.00363979	17.8818	0.00277555	-4.98271	0.0046052	13.4957	0.00289016
337	-7.57163	0.00387073	18.0672	0.00296811	-5.05808	0.00462749	13.6376	0.00289907
338	-7.66446	0.00397419	18.2092	0.00300419	-5.11774	0.00476029	13.7532	0.00284986
339	-7.72563	0.00385956	18.3269	0.00297871	-5.16083	0.0047377	13.8418	0.00300147
340	-7.78926	0.00341537	18.4108	0.002655	-5.20121	0.0047041	13.9107	0.00297204
341	-7.82154	0.00411292	18.4815	0.00310371	-5.23552	0.0043728	13.9634	0.00276274
342	-7.88975	0.00357687	18.587	0.0028091	-5.27559	0.00455666	14.0465	0.00284325
343	-7.94607	0.00369998	18.681	0.00287244	-5.30367	0.00440897	14.1202	0.00288192
344	-8.0109	0.00384458	18.7631	0.0029231	-5.35385	0.0045044	14.182	0.00288483
345	-8.05107	0.00358333	18.8447	0.0028266	-5.37782	0.0043063	14.2455	0.0028437
346	-8.10894	0.00386484	18.9024	0.00297491	-5.4175	0.00432089	14.2997	0.00281591
347	-8.14378	0.00327915	18.9501	0.00258723	-5.43881	0.0042993	14.3327	0.00282967
348	-8.15795	0.00392934	18.993	0.00306185	-5.45042	0.00430471	14.366	0.00286366
349	-8.20855	0.00390607	19.0361	0.00303465	-5.48922	0.00414962	14.4003	0.00281347
350	-8.23898	0.00383513	19.1026	0.00292737	-5.50674	0.00420605	14.4519	0.00277851
351	-8.28984	0.00371494	19.2121	0.00282536	-5.53481	0.00433854	14.5399	0.00288512
352	-8.38024	0.00380428	19.3119	0.00292864	-5.59643	0.00417938	14.6144	0.00274119
353	-8.44603	0.00413287	19.4169	0.00314644	-5.64297	0.00441194	14.6921	0.00289623
354	-8.5028	0.00385345	19.5051	0.00292525	-5.68755	0.0043655	14.7587	0.00278934
355	-8.57108	0.0038305	19.5904	0.00294744	-5.72308	0.00451997	14.8288	0.0029248
356	-8.63303	0.00389616	19.7038	0.00299786	-5.77362	0.00465388	14.9154	0.00288293
357	-8.72641	0.00399495	19.8391	0.00309567	-5.83212	0.00464606	15.0248	0.00292952
358	-8.81071	0.00393264	19.9625	0.00304404	-5.88155	0.00468576	15.1198	0.00290012
359	-8.87698	0.00429409	20.0699	0.00325327	-5.92974	0.00446285	15.2059	0.00289416
360	-8.93885	0.0038727	20.1635	0.00295193	-5.97218	0.00469297	15.2757	0.00298358
361	-8.99337	0.00413072	20.2347	0.0032048	-6.00636	0.00482814	15.3388	0.00307786
362	-9.03265	0.00390604	20.3065	0.00299173	-6.04188	0.00467769	15.3911	0.00294081
363	-9.07599	0.00370214	20.3613	0.00288846	-6.06863	0.00464221	15.4341	0.00301195
364	-9.10078	0.00378004	20.4111	0.00288986	-6.08112	0.00472998	15.4736	0.00304361
365	-9.12975	0.00414543	20.4488	0.00320496	-6.10002	0.00466364	15.5068	0.00305379
366	-9.15536	0.00407791	20.4844	0.00314784	-6.12184	0.0048212	15.5326	0.00300618
367	-9.1775	0.00380427	20.5195	0.00293682	-6.1379	0.00491532	15.5599	0.002969
368	-9.19933	0.00363433	20.5475	0.00281468	-6.15152	0.00476897	15.5805	0.00299082
369	-9.21135	0.00379624	20.5704	0.00297789	-6.15679	0.00462164	15.6034	0.00296716
370	-9.22833	0.00404998	20.5873	0.00315309	-6.17149	0.00467948	15.6214	0.00289646
371	-9.24585	0.00393771	20.6092	0.00304005	-6.17832	0.00461694	15.6367	0.00291647
372	-9.25862	0.00394898	20.6297	0.0030242	-6.19157	0.00480648	15.6514	0.00291359
373	-9.27064	0.00368851	20.6482	0.00285677	-6.20109	0.00485977	15.6668	0.00294064
374	-9.27837	0.00390519	20.6635	0.00295123	-6.20747	0.00495073	15.678	0.00298525
375	-9.29083	0.0038462	20.6803	0.0029466	-6.21061	0.00481324	15.6925	0.00296234
376	-9.30127	0.0039365	20.6968	0.0030165	-6.21632	0.00485546	15.7025	0.00307627
377	-9.31361	0.00380968	20.7117	0.00297133	-6.21902	0.0049175	15.716	0.00310178
378	-9.32289	0.00395615	20.7238	0.00305187	-6.22611	0.00497756	15.7272	0.00311094
379	-9.33332	0.00388582	20.7379	0.00297052	-6.23474	0.0050407	15.7394	0.00310315
380	-9.34358	0.00375868	20.7498	0.00289366	-6.23965	0.00477483	15.747	0.00294832
381	-9.35565	0.00382001	20.7623	0.00298873	-6.24611	0.0046652	15.7597	0.00288587
382	-9.3609	0.00388298	20.7762	0.00297762	-6.25393	0.00477844	15.7701	0.002904
383	-9.36585	0.00397186	20.7863	0.0030106	-6.26014	0.00477258	15.775	0.00295727
384	-9.37414	0.00405468	20.7985	0.00305818	-6.26733	0.00477709	15.7835	0.00286847
385	-9.37939	0.00398819	20.8107	0.00300837	-6.27771	0.00477032	15.7915	0.00296927
386	-9.38575	0.00411972	20.8183	0.0031227	-6.28483	0.00485131	15.799	0.00296092
387	-9.39319	0.00402757	20.8285	0.00312707	-6.28823	0.00485582	15.8074	0.0029578
388	-9.39934	0.00392432	20.8412	0.00307457	-6.29347	0.00471498	15.8169	0.00292504
389	-9.40346	0.00419014	20.8474	0.0032244	-6.29181	0.00474535	15.8268	0.00286262
390	-9.41557	0.00407765	20.8582	0.00319054	-6.30136	0.00472795	15.8323	0.00291059
391	-9.42368	0.00394156	20.8656	0.00311762	-6.30684	0.0046741	15.8384	0.00292798
392	-9.4281	0.00394526	20.8765	0.00312069	-6.30255	0.00465379	15.8473	0.00291803
393	-9.43361	0.00374093	20.8878	0.0028908	-6.30611	0.00453121	15.8577	0.00283557
394	-9.44278	0.00386797	20.8992	0.00297025	-6.31065	0.00460449	15.8668	0.00292415
395	-9.44624	0.00381639	20.9103	0.00290806	-6.31197	0.0046918	15.8732	0.00292306
396	-9.45437	0.00368492	20.9182	0.00278403	-6.31479	0.00468555	15.8803	0.00296357
397	-9.46412	0.00385107	20.9247	0.00293009	-6.32336	0.00475063	15.8865	0.00297177
398	-9.46653	0.00370496	20.9376	0.00283077	-6.32205	0.00475086	15.8961	0.00289079
399	-9.47171	0.00376855	20.9436	0.00283178	-6.33116	0.00480867	15.8975	0.00291099
400	-9.47857	0.00386075	20.9529	0.00291523	-6.33486	0.00472742	15.9044	0.00289553
401	-9.48201	0.00391151	20.9599	0.00299959	-6.33634	0.0045392	15.9118	0.0028469
402	-9.4897	0.00395567	20.9685	0.00303454	-6.3433	0.00481558	15.9153	0.00295658
403	-9.49278	0.00401763	20.974	0.00306386	-6.34907	0.00471469	15.9209	0.00290834
404	-9.50372	0.00400983	20.9828	0.00309367	-6.35068	0.00473592	15.9277	0.00299154
405	-9.50459	0.00403963	20.9904	0.00313172	-6.35509	0.00471369	15.9347	0.00290072
406	-9.51052	0.0040925	20.994	0.00316904	-6.35982	0.00475707	15.939	0.00298435
407	-9.51275	0.0041135	21.0042	0.0031982	-6.36112	0.00480474	15.9471	0.00297541
408	-9.52521	0.00426751	21.0114	0.00329734	-6.3654	0.00486091	15.9531	0.00304063
409	-9.52812	0.00397799	21.0181	0.00313269	-6.37194	0.00503511	15.9602	0.00306603
410	-9.53036	0.00397628	21.0278	0.00310121	-6.3732	0.00499669	15.9632	0.00307933
411	-9.53562	0.00404563	21.0345	0.00314593	-6.37652	0.00497985	15.9728	0.0031093
412	-9.5387	0.00405577	21.0438	0.00313027	-6.37723	0.00491577	15.9756	0.00304342
413	-9.54655	0.00404917	21.0495	0.00305362	-6.3823	0.00476546	15.9837	0.00296924
414	-9.55268	0.00393998	21.0563	0.00304236	-6.38374	0.00485231	15.9888	0.00301763
415	-9.55811	0.00385602	21.0615	0.00299062	-6.38848	0.00475162	15.9928	0.00294938
416	-9.57521	0.00382504	21.0901	0.00307221	-6.40039	0.00443771	16.0138	0.0028501
417	-9.71833	0.00371331	21.2727	0.00288372	-6.48566	0.00476974	16.1532	0.00299485
418	-9.90987	0.00412114	21.5328	0.0031761	-6.61862	0.00496055	16.3505	0.00316245
419	-10.0786	0.00405485	21.752	0.00310805	-6.72533	0.00491202	16.5273	0.00312277
420	-10.2346	0.00390174	21.9754	0.00291034	-6.83432	0.00464799	16.6968	0.00301685
421	-10.5152	0.0040888	22.3402	0.00305073	-7.02632	0.00461608	16.9854	0.00304234
422	-10.8752	0.00389186	22.8296	0.00302276	-7.26653	0.00440441	17.3752	0.00296806
423	-11.1891	0.00368596	23.234	0.00293734	-7.47524	0.00462975	17.7069	0.00306413
424	-11.4203	0.00380768	23.5324	0.0030562	-7.63333	0.00480731	17.9442	0.0031718
425	-11.7131	0.00366356	23.9079	0.00294278	-7.82906	0.00466854	18.2469	0.00318102
426	-12.105	0.0038025	24.3909	0.00290102	-8.09442	0.00474081	18.6265	0.00323251
427	-12.5449	0.00424264	24.9426	0.00328702	-8.39127	0.00489262	19.0804	0.00328323
428	-12.9051	0.00416662	25.3874	0.00324545	-8.63931	0.00462317	19.4487	0.00315813
429	-13.1515	0.00343692	25.6919	0.00277029	-8.81534	0.00463855	19.6885	0.00324108
430	-13.3448	0.00378876	25.9107	0.00303201	-8.9393	0.00468745	19.8746	0.00316746
431	-13.5627	0.00405937	26.1579	0.00329944	-9.08751	0.00464303	20.076	0.00323148
432	-13.7504	0.00386411	26.3916	0.0030974	-9.21864	0.00453862	20.2615	0.00318506
433	-13.8944	0.0039959	26.5493	0.00322617	-9.3154	0.00458119	20.3883	0.00317346
434	-14.0375	0.00375655	26.6987	0.00307932	-9.40994	0.00475691	20.5123	0.00328709
435	-14.313	0.00392763	26.996	0.00320987	-9.59866	0.00476192	20.7514	0.00328248
436	-14.6662	0.00418843	27.3872	0.00332277	-9.82971	0.00431634	21.066	0.00309997
437	-15.028	0.00390844	27.7622	0.00314943	-10.0798	0.00420542	21.3769	0.00306939
438	-15.3199	0.00381161	28.07	0.00311634	-10.2741	0.00415982	21.6312	0.00300525
439	-15.542	0.00390645	28.3259	0.0031839	-10.4351	0.00392469	21.8431	0.00287471
440	-15.7629	0.00391085	28.5404	0.00330114	-10.5794	0.00384844	22.0258	0.00292513
441	-15.9596	0.00398931	28.7602	0.00323451	-10.7192	0.00393058	22.204	0.00294675
442	-16.1318	0.00389599	28.931	0.00329546	-10.8396	0.00402595	22.3458	0.00299683
443	-16.2735	0.00383183	29.0816	0.00325818	-10.935	0.00376524	22.4776	0.00286167
444	-16.3824	0.00407804	29.1912	0.00347794	-11.0027	0.00434055	22.5697	0.00321835
445	-16.4692	0.00414827	29.2851	0.00337447	-11.0698	0.00421595	22.6469	0.00316045
446	-16.5489	0.00387642	29.3661	0.00318607	-11.1218	0.00444168	22.7173	0.00330751
447	-16.6889	0.00404747	29.5036	0.00327085	-11.2181	0.00433448	22.8272	0.00317808
448	-16.8247	0.00397013	29.6321	0.00315526	-11.3049	0.00426762	22.9361	0.00320314
449	-16.9389	0.00409901	29.749	0.00338237	-11.3818	0.00449749	23.0268	0.00326925
450	-17.0434	0.00403205	29.8407	0.00328334	-11.4561	0.00436728	23.1057	0.00324822
451	-17.2552	0.00411604	30.0457	0.0032084	-11.5999	0.0044986	23.2742	0.00334723
452	-17.5099	0.00395323	30.2607	0.0035335	-11.754	0.00470831	23.4524	0.00345345
453	-17.7102	0.00412025	30.4626	0.00312653	-11.8934	0.00482885	23.6146	0.00350263
454	-17.8644	0.00406586	30.6094	0.00310751	-12.0079	0.0048272	23.7378	0.00349538
455	-17.9935	0.00396406	30.7272	0.00293312	-12.0925	0.00482871	23.8382	0.00354836
456	-18.1019	0.00432749	30.8193	0.00337461	-12.166	0.00486961	23.9172	0.00345695
457	-18.1894	0.00437428	30.9024	0.00399313	-12.2242	0.00475869	23.9958	0.00349832
458	-18.2614	0.00413781	30.9782	0.00327788	-12.277	0.00461226	24.0522	0.00353797
459	-18.3263	0.00434311	31.0389	0.00347107	-12.3162	0.00478779	24.102	0.00352142
460	-18.3795	0.00427876	31.0865	0.00337658	-12.3557	0.00434924	24.1505	0.00329677
461	-18.4345	0.00385372	31.127	0.0036318	-12.392	0.00459312	24.1781	0.0033712
462	-18.4715	0.00449785	31.1684	0.0041404	-12.411	0.00498748	24.2139	0.00365175
463	-18.5056	0.00412993	31.1959	0.00330913	-12.4326	0.00492129	24.2391	0.00364286
464	-18.5055	0.00410532	31.2026	0.00338223	-12.4391	0.00478955	24.247	0.00359201
465	-18.4086	0.00402027	31.1264	0.00315372	-12.3836	0.00443282	24.182	0.00340899
466	-18.3075	0.00427615	31.0461	0.00344039	-12.3037	0.00453672	24.124	0.00352386
467	-18.2236	0.00440926	30.9731	0.00350321	-12.2622	0.00481364	24.0585	0.00355865
468	-18.1746	0.00407286	30.9253	0.00379547	-12.2279	0.00444043	24.0251	0.00341801
469	-18.1274	0.00406923	30.8951	0.0031893	-12.1979	0.00460874	23.9973	0.0034879
470	-18.1101	0.00408849	30.877	0.00324359	-12.1757	0.00451771	23.981	0.00347968
471	-18.0992	0.0040901	30.867	0.00320881	-12.1633	0.00428443	23.9744	0.00340603
472	-18.0918	0.00435448	30.8642	0.00341785	-12.1645	0.00464335	23.9682	0.00347554
473	-18.0968	0.00437583	30.8659	0.0034863	-12.1634	0.00473534	23.971	0.00358557
474	-18.1252	0.00430849	30.8956	0.00334927	-12.1935	0.00486196	23.998	0.00357474
475	-18.2188	0.00424275	30.9699	0.00331713	-12.2588	0.00506206	24.0569	0.00359975
476	-18.2827	0.00391393	31.0261	0.00316124	-12.2833	0.00425965	24.1102	0.00342519
477	-18.3407	0.00437424	31.074	0.00349686	-12.3338	0.00430107	24.1453	0.00331236
478	-18.3924	0.00405349	31.1186	0.0032053	-12.3735	0.00449534	24.178	0.00342655
479	-18.4401	0.00418041	31.1581	0.00389733	-12.3995	0.00497948	24.2086	0.00356617
480	-18.4603	0.00451842	31.1769	0.00366559	-12.4085	0.00484887	24.2272	0.00363733
481	-18.4945	0.00405676	31.2038	0.00325703	-12.4283	0.00481861	24.2523	0.0036189
482	-18.5406	0.00369817	31.231	0.00345651	-12.4626	0.00440355	24.2735	0.00331773
483	-18.5777	0.00412692	31.2777	0.00377278	-12.4889	0.00459497	24.3105	0.00341239
484	-18.6334	0.0042575	31.3086	0.00389382	-12.5274	0.00477258	24.3336	0.00353414
485	-18.6639	0.00411345	31.3485	0.00330337	-12.5395	0.00491725	24.373	0.00367752
486	-18.6981	0.00382512	31.3775	0.00360379	-12.5662	0.00489433	24.3921	0.00358622
487	-18.7215	0.00415971	31.3967	0.00384617	-12.5849	0.00446906	24.4081	0.00349043
488	-18.7352	0.00423302	31.4134	0.00342652	-12.5992	0.00412854	24.4217	0.00323249
489	-18.7548	0.0042419	31.4271	0.00350727	-12.6138	0.00435851	24.434	0.00334733
490	-18.7864	0.00429869	31.452	0.00351486	-12.6357	0.00455852	24.4544	0.00340972
491	-18.7994	0.00432494	31.4672	0.00339741	-12.6476	0.00457769	24.4627	0.0034648
492	-18.8145	0.00439318	31.4821	0.00358852	-12.6562	0.00454548	24.4791	0.00349781
493	-18.8424	0.00409809	31.4959	0.00383645	-12.6671	0.00466464	24.4899	0.00347173
494	-18.8611	0.00428514	31.5141	0.00390643	-12.6768	0.00468483	24.5047	0.00346541
495	-18.8707	0.00427793	31.5198	0.00388801	-12.6845	0.00472651	24.5095	0.00356638
496	-18.8965	0.00424491	31.5399	0.00390089	-12.6989	0.00455611	24.5266	0.00345215
497	-18.8935	0.00406813	31.5502	0.00328482	-12.703	0.00445705	24.5349	0.00341874
498	-18.9092	0.00422486	31.5576	0.00339456	-12.7118	0.0042814	24.5447	0.00339765
499	-18.9145	0.00453252	31.5674	0.00343136	-12.7227	0.0040021	24.5526	0.00322467
500	-18.926	0.00460614	31.5831	0.00335924	-12.7321	0.00411893	24.5634	0.00327662
501	-18.9429	0.00420608	31.5928	0.00335305	-12.7442	0.00420305	24.5722	0.00330706
502	-18.9668	0.00395499	31.6042	0.00373885	-12.751	0.00433686	24.5819	0.00334606
503	-18.9815	0.00405543	31.6166	0.00381574	-12.7627	0.00454762	24.5926	0.00346658
504	-18.9909	0.00435109	31.6219	0.0039556	-12.7685	0.00440235	24.5973	0.00340965
505	-19.0089	0.00425987	31.6352	0.00382755	-12.7778	0.00446893	24.6067	0.00342465
506	-19.0245	0.0040565	31.6513	0.00371268	-12.7891	0.00457448	24.6218	0.00344543
507	-19.0258	0.00403755	31.6588	0.00327071	-12.7951	0.00454291	24.6277	0.00345985
508	-19.0435	0.00457406	31.674	0.00344121	-12.8072	0.00477654	24.6411	0.00344417
509	-19.0472	0.00405166	31.6788	0.00330443	-12.8103	0.00459895	24.6448	0.00342711
510	-19.056	0.00409187	31.6934	0.0032628	-12.8172	0.00454265	24.6546	0.00342497
511	-19.068	0.00451009	31.6969	0.00363134	-12.8257	0.0044249	24.6616	0.00341576
512	-19.0764	0.00453955	31.7145	0.00368757	-12.8312	0.00428009	24.6811	0.00332037
513	-19.0898	0.00436238	31.7185	0.00364679	-12.8418	0.00415475	24.6802	0.00329776
514	-19.1061	0.00410116	31.7285	0.00392597	-12.8488	0.00432972	24.6922	0.00332751
515	-19.1201	0.00432006	31.7326	0.00403996	-12.8578	0.00426389	24.6966	0.00330978
516	-19.1366	0.00409315	31.7491	0.00374602	-12.8655	0.00429154	24.7088	0.00335885
517	-19.1478	0.0042068	31.7523	0.00387111	-12.8692	0.00437619	24.7117	0.00337216
518	-19.1602	0.00388969	31.7703	0.00356966	-12.8807	0.00433287	24.7236	0.00333563
519	-19.1685	0.00446319	31.7791	0.00327427	-12.8922	0.00444608	24.7293	0.00343757
520	-19.1725	0.00389412	31.7888	0.00307508	-12.8962	0.00449455	24.7366	0.00344108
521	-19.1833	0.00413993	31.8051	0.00322745	-12.9115	0.00471095	24.746	0.00352334
522	-19.1908	0.00422414	31.8093	0.00335734	-12.9138	0.00453662	24.7538	0.00339748
523	-19.1995	0.00411915	31.818	0.00328272	-12.9193	0.00458608	24.7597	0.00346679
524	-19.2168	0.00419515	31.8265	0.00395147	-12.9224	0.00447845	24.771	0.00337198
525	-19.2159	0.00424191	31.8309	0.00346942	-12.9269	0.00457438	24.773	0.00336675
526	-19.2266	0.00429203	31.8421	0.00355563	-12.9361	0.00467293	24.7845	0.00350919
527	-19.2425	0.00421869	31.8471	0.00400544	-12.9412	0.00460833	24.7892	0.00348504
528	-19.2503	0.00393462	31.8507	0.00370832	-12.9439	0.00451849	24.7935	0.00346532
529	-19.2598	0.00423117	31.8627	0.00342674	-12.9525	0.00442426	24.8052	0.00342796
530	-19.2747	0.00400078	31.8702	0.00325112	-12.9643	0.00432342	24.8101	0.00335957
531	-19.2881	0.00420194	31.8775	0.00391399	-12.9635	0.00425116	24.8183	0.00331823
532	-19.292	0.00397302	31.8865	0.0031681	-12.9714	0.004138	24.8243	0.00332657
533	-19.2933	0.00399563	31.8937	0.00323233	-12.9779	0.00429287	24.8308	0.00346382
534	-19.3098	0.0040016	31.8988	0.00312246	-12.9828	0.00429072	24.8343	0.00339443
535	-19.3085	0.00398668	31.9058	0.00314762	-12.986	0.00451743	24.8389	0.00347711
536	-19.3259	0.00393619	31.9214	0.00306655	-12.9985	0.00444997	24.8486	0.0034743
