	Point 1 (Reference Step: 0)		Point 1 (Reference Step: 0)		Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
Step No.	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement
	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm
827	-56.2804	0.0045041	45.8524	0.00429298	-39.3322	0.00392584	39.9247	0.00400182
828	-56.6766	0.00479147	45.8468	0.00440024	-39.6384	0.00347826	39.9742	0.00368157
829	-57.0209	0.0044688	45.8326	0.00410566	-39.8961	0.00374207	40.0271	0.00385792
830	-57.3062	0.00431675	45.8245	0.00397188	-40.1115	0.00358437	40.0687	0.00365689
831	-57.5276	0.00428178	45.8294	0.00395358	-40.2859	0.00355691	40.1061	0.00369386
832	-57.6991	0.00387155	45.821	0.00376978	-40.4179	0.00378911	40.1282	0.00388236
833	-57.8324	0.00372949	45.8206	0.00368707	-40.5207	0.00372855	40.1513	0.00382266
834	-57.9538	0.00371009	45.8194	0.00371657	-40.6201	0.00385704	40.1688	0.00401039
835	-58.0563	0.00355935	45.8148	0.00341745	-40.6964	0.00369674	40.1863	0.00375569
836	-58.1822	0.00376998	45.8051	0.00356309	-40.7933	0.00375898	40.1975	0.00389617
837	-58.3322	0.00409704	45.7971	0.00381035	-40.9081	0.00354482	40.2165	0.00369866
838	-58.4627	0.00440353	45.7865	0.00406478	-41.013	0.00371844	40.2346	0.00385001
839	-58.5819	0.00449782	45.7863	0.00423045	-41.108	0.00376186	40.248	0.00394829
840	-58.6896	0.00478835	45.7723	0.00446918	-41.1763	0.00353977	40.2631	0.00368228
841	-58.8082	0.00488269	45.765	0.00462803	-41.2693	0.00373677	40.2773	0.00382576
842	-59.1355	0.00448406	45.7277	0.00426881	-41.5179	0.00377618	40.3055	0.00392863
843	-59.4235	0.00464837	45.7084	0.00439579	-41.7359	0.0039425	40.3415	0.0040784
844	-59.6535	0.0042074	45.6938	0.00419507	-41.9179	0.00382305	40.3641	0.00403356
845	-59.8348	0.0042045	45.6783	0.00414826	-42.056	0.00382297	40.3876	0.00406605
846	-59.976	0.00418063	45.667	0.00412809	-42.1719	0.00383356	40.4039	0.00411873
847	-60.0933	0.00445891	45.6581	0.00437008	-42.2598	0.00359224	40.4144	0.00370642
848	-60.1984	0.0044171	45.6539	0.00431843	-42.3348	0.00346041	40.4241	0.00367659
849	-60.2883	0.00416399	45.642	0.00402958	-42.408	0.00386849	40.4355	0.00395502
850	-60.371	0.00405179	45.6315	0.00407488	-42.4746	0.00355474	40.442	0.003773
851	-60.454	0.00411746	45.6256	0.00405139	-42.5318	0.0039798	40.4512	0.00402208
852	-60.5138	0.00418077	45.6201	0.00420697	-42.5827	0.00386821	40.4601	0.0040161
853	-60.581	0.00426112	45.6184	0.00419413	-42.6339	0.00403397	40.4655	0.00401179
854	-60.6441	0.00413239	45.6091	0.00419818	-42.6883	0.00406541	40.4759	0.0041077
855	-60.7096	0.00405733	45.6023	0.0040144	-42.7296	0.0037786	40.4793	0.00386067
856	-60.8882	0.00413527	45.5801	0.00409693	-42.8626	0.00361371	40.4936	0.00379931
857	-61.0425	0.00386868	45.5605	0.00392671	-42.9888	0.00362707	40.5084	0.00379588
858	-61.1731	0.00379628	45.5518	0.00377943	-43.0959	0.00377923	40.5265	0.0039648
859	-61.2919	0.0038436	45.5402	0.00384442	-43.1863	0.00378616	40.5318	0.00390457
860	-61.3984	0.00432345	45.5305	0.00420303	-43.2719	0.00353196	40.5421	0.00373219
861	-61.4927	0.00420368	45.5233	0.00416811	-43.343	0.00376923	40.5532	0.00389992
862	-61.6511	0.00413664	45.5068	0.004169	-43.4653	0.00379242	40.5745	0.00394031
863	-61.8321	0.00415677	45.4918	0.004138	-43.6114	0.00390984	40.5954	0.00399299
864	-61.9979	0.00412315	45.4785	0.0041842	-43.7395	0.00396786	40.6171	0.00399249
865	-62.1346	0.00391169	45.4612	0.00408198	-43.8468	0.00389604	40.6247	0.00387708
866	-62.2472	0.00372541	45.4529	0.00395335	-43.9356	0.00379717	40.6394	0.00387241
867	-62.3422	0.00398271	45.4393	0.00402821	-44.0107	0.00354978	40.6496	0.00367069
868	-62.4082	0.00382744	45.4383	0.00400306	-44.0594	0.00352469	40.6529	0.00372251
869	-62.3238	0.00429246	45.4565	0.00431779	-43.9952	0.0038219	40.6561	0.00381354
870	-62.2174	0.00392103	45.4774	0.00389645	-43.9196	0.00368563	40.653	0.00386644
871	-62.1451	0.00405495	45.4968	0.00417314	-43.8698	0.00383836	40.6525	0.00392414
872	-62.1093	0.00413614	45.4962	0.00418788	-43.8371	0.00366398	40.6512	0.00388198
873	-62.0916	0.00413735	45.5004	0.00420501	-43.8274	0.0039165	40.6488	0.00401986
874	-62.0931	0.00400037	45.5061	0.00407385	-43.83	0.00404692	40.6501	0.00405529
875	-62.1105	0.00399828	45.4999	0.00409463	-43.8358	0.00377846	40.653	0.00381601
876					-43.8837	0.00366568	40.6591	0.00381635
877	-62.2306	0.00392557	45.4773	0.0040457	-43.9301	0.0036848	40.6573	0.00380025
878	-62.3521	0.00401803	45.4574	0.00417994	-44.0272	0.00350953	40.6662	0.00367806
879	-62.4934	0.00368507	45.4308	0.00376176	-44.1288	0.00370653	40.6685	0.00381432
880	-62.618	0.00378781	45.4067	0.00387569	-44.2272	0.00382506	40.6711	0.00391359
881	-62.7261	0.00429225	45.3969	0.00435125	-44.3123	0.00359545	40.6787	0.00378107
882	-62.8143	0.00436826	45.3778	0.00448805	-44.3793	0.00391107	40.6817	0.00405083
883	-62.8807	0.00423524	45.3649	0.00432474	-44.4348	0.00368813	40.6866	0.00381613
884	-62.9587	0.00421905	45.3524	0.00426562	-44.4913	0.00392755	40.6929	0.00400024
885	-63.015	0.00419223	45.345	0.00432108	-44.5374	0.00376467	40.6972	0.00383196
886	-63.0694	0.00418961	45.3353	0.0042818	-44.5781	0.00361047	40.6999	0.0037769
887	-63.1197	0.00410098	45.3307	0.00420483	-44.6173	0.00389231	40.7022	0.00400176
888	-63.1656	0.00382649	45.3163	0.00409334	-44.6608	0.00391525	40.7077	0.00400149
889	-63.2146	0.00403299	45.3143	0.0041923	-44.6907	0.0035267	40.7127	0.00377416
890	-63.2547	0.00408953	45.3082	0.00419228	-44.7285	0.00387201	40.7146	0.00395129
891	-63.2977	0.0037941	45.3031	0.0039801	-44.7611	0.00379741	40.7167	0.0039445
892	-63.3485	0.00388297	45.2983	0.00413543	-44.799	0.00382911	40.7235	0.00397376
893	-63.3744	0.00367154	45.3025	0.00371349	-44.8192	0.00366885	40.7264	0.00386726
894	-63.407	0.00383841	45.2929	0.00390724	-44.8463	0.00401065	40.7344	0.0040343
895	-63.4628	0.00408101	45.2768	0.00432616	-44.8847	0.0040487	40.733	0.00409561
896	-63.5037	0.00404548	45.2774	0.00411807	-44.9208	0.00383944	40.7342	0.00398084
897	-63.5363	0.00379655	45.2796	0.00381293	-44.9523	0.00373194	40.7416	0.00388392
898	-63.5819	0.00389225	45.2554	0.0039853	-44.9767	0.00389309	40.7374	0.00395887
899	-63.6146	0.0039596	45.2568	0.00416668	-45.0034	0.00395852	40.7427	0.00398975
900	-63.6418	0.00386722	45.2526	0.00384616	-45.034	0.00402497	40.745	0.00404837
901	-63.6788	0.00388115	45.2443	0.00388283	-45.0618	0.00399599	40.7481	0.00399326
902	-63.7246	0.00362692	45.2357	0.00372925	-45.0934	0.00382617	40.7446	0.00390729
903	-63.7539	0.00398377	45.2293	0.0041238	-45.12	0.00387696	40.7453	0.00404229
904	-63.7796	0.0040063	45.2306	0.00388608	-45.144	0.00383468	40.7522	0.00401161
905	-63.8259	0.00356928	45.2198	0.00365684	-45.1768	0.00371377	40.7515	0.00390172
906	-63.8619	0.00379287	45.2125	0.0039062	-45.2032	0.00377942	40.7528	0.00393769
907	-63.8897	0.00379179	45.2096	0.00390947	-45.2297	0.00361365	40.7581	0.00376383
908	-63.9218	0.00400462	45.2031	0.00402793	-45.2494	0.00368158	40.7597	0.00381563
909	-63.9593	0.00386652	45.1965	0.00406891	-45.2795	0.00367767	40.7629	0.00381876
910	-63.9921	0.00380896	45.1928	0.00402167	-45.3042	0.00356806	40.7663	0.00371691
911	-64.0242	0.00381744	45.1875	0.00393144	-45.3375	0.00355205	40.7645	0.00371255
912	-64.0595	0.0036757	45.1824	0.00370417	-45.3579	0.00371625	40.7641	0.00386055
913	-64.0978	0.00384493	45.1749	0.00407449	-45.3802	0.00374942	40.7685	0.00389036
914	-64.1307	0.0037954	45.1695	0.00414638	-45.4086	0.0037754	40.773	0.00382505
915	-64.1636	0.00395896	45.1613	0.00411032	-45.4459	0.0036592	40.7741	0.00375369
916	-64.1828	0.00409672	45.1625	0.00418694	-45.4721	0.00369052	40.7728	0.00381021
917	-64.2227	0.00399487	45.1535	0.0041676	-45.4898	0.00370711	40.7708	0.00389857
918	-64.2547	0.00390255	45.1487	0.00408734	-45.5107	0.00370234	40.7732	0.003846
919	-64.2778	0.00377113	45.1453	0.00405323	-45.536	0.00372248	40.7774	0.00379893
920	-64.314	0.00430506	45.1334	0.00428468	-45.5602	0.00376182	40.7792	0.00380251
921	-64.3419	0.00396502	45.1367	0.00391637	-45.5977	0.00359547	40.7788	0.00371852
922	-64.3775	0.00379386	45.1324	0.00379839	-45.6161	0.00361432	40.7804	0.00373395
923	-64.4035	0.00392556	45.1241	0.00390915	-45.6339	0.00383816	40.7776	0.00400799
924	-64.4297	0.00403256	45.121	0.00399627	-45.657	0.00372967	40.7819	0.00386546
925	-64.4647	0.00411547	45.1141	0.00407134	-45.6827	0.00360382	40.7827	0.00368226
926	-64.4991	0.00377145	45.1085	0.00382331	-45.7112	0.00363349	40.7877	0.00373114
927	-64.5213	0.00383061	45.1051	0.0038965	-45.7321	0.00380459	40.7905	0.00387539
928	-64.5492	0.00405162	45.0944	0.00424211	-45.7518	0.00388076	40.7891	0.00397144
929	-64.5808	0.00410555	45.0891	0.00433357	-45.7699	0.00368284	40.7885	0.00382378
930	-64.6074	0.00420727	45.0892	0.00412788	-45.7925	0.00378115	40.7893	0.00382722
931	-64.6426	0.00425154	45.0878	0.00414148	-45.8266	0.00347406	40.7903	0.00362416
932					-45.8476	0.00343849	40.7947	0.00365127
933	-64.6955	0.00431076	45.0714	0.00447633	-45.8741	0.00366799	40.795	0.00384554
934					-45.8911	0.00367121	40.7949	0.00389931
935	-64.7574	0.00396668	45.0619	0.00406227	-45.9096	0.00366113	40.7965	0.00381171
936					-45.9286	0.00360355	40.7984	0.00368673
937					-45.959	0.00348775	40.8006	0.00364381
938	-64.8338	0.00437965	45.0371	0.00450921	-45.9865	0.00356901	40.8039	0.00376021
939					-46.005	0.0036303	40.8077	0.00378874
940					-46.0237	0.00354404	40.8065	0.00378719
941					-46.0384	0.00370712	40.8063	0.00386656
942					-46.0633	0.00372039	40.8071	0.00382649
943	-64.9679	0.0044598	45.0108	0.00455867	-46.0857	0.00358273	40.8053	0.00375719
944					-46.1162	0.00367711	40.8104	0.00382142
945	-65.0262	0.00425612	45.0162	0.00418618	-46.1338	0.00373043	40.8144	0.00389361
946	-65.0437	0.00398547	45.0072	0.00409428	-46.147	0.00352276	40.8112	0.00381996
947	-65.0689	0.00409435	45.0014	0.00429	-46.1645	0.00380055	40.8156	0.00394224
948	-65.1013	0.00433647	44.9877	0.00438366	-46.1843	0.00351844	40.8127	0.00378636
949	-65.1296	0.00430206	44.9816	0.00449544	-46.2041	0.0034574	40.8174	0.00363234
950	-65.1551	0.00409394	44.9846	0.00412904	-46.2303	0.00358943	40.8186	0.00371151
951	-65.1772	0.00395568	44.9793	0.00398575	-46.2545	0.00362045	40.8207	0.00376973
952	-65.1965	0.00398161	44.9762	0.0039699	-46.269	0.00350669	40.826	0.0037518
953	-65.2288	0.00413954	44.9648	0.00399805	-46.2877	0.00361015	40.8231	0.00390538
954	-65.2544	0.00456344	44.9525	0.00453431	-46.3024	0.00354964	40.8229	0.00371261
955	-65.2744	0.00450357	44.9617	0.00434833	-46.3231	0.00353366	40.8233	0.00373721
956	-65.3091	0.00405666	44.9501	0.00408222	-46.3445	0.0035267	40.8251	0.00366387
957	-65.3209	0.00420424	44.9558	0.00402786	-46.3719	0.003543	40.8224	0.00371613
958	-65.3551	0.004155	44.9368	0.00400084	-46.3855	0.00371378	40.8282	0.00379315
959	-65.3816	0.00450449	44.9328	0.00460849	-46.4102	0.00358434	40.8282	0.0038573
960	-65.4082	0.00408549	44.9327	0.00414192	-46.4266	0.00357503	40.8325	0.0039118
961	-65.4349	0.00406927	44.9271	0.00408956	-46.4412	0.00340597	40.8318	0.00365458
962	-65.4564	0.00421836	44.9239	0.00419989	-46.4695	0.00341536	40.827	0.00370866
963					-46.4946	0.00344292	40.8255	0.00367703
964					-46.5102	0.00344295	40.8297	0.0036571
965	-65.5343	0.00447263	44.9063	0.00462831	-46.5277	0.00357448	40.8334	0.00378787
966					-46.5434	0.00363161	40.8382	0.00381933
967	-65.6012	0.00428968	44.8916	0.00446343	-46.5799	0.00352966	40.8355	0.00375724
968	-65.7377	0.00397115	44.8655	0.00432304	-46.6851	0.0039178	40.8371	0.00413228
969	-65.8441	0.00436647	44.842	0.0045655	-46.7769	0.00390686	40.8362	0.00396277
970	-65.8295	0.00424852	44.8524	0.00447776	-46.7704	0.0039071	40.8414	0.00390352
971	-65.4079	0.00414509	44.9588	0.00418672	-46.4358	0.00346737	40.8503	0.00378957
972					-46.1314	0.00355354	40.8552	0.00387611
973	-64.6977	0.0041419	45.1439	0.00435204	-45.8865	0.00392304	40.8519	0.00408323
974	-64.4754	0.00402034	45.1978	0.00406866	-45.7158	0.00376	40.856	0.00391645
975	-64.3166	0.00407144	45.2271	0.00406115	-45.5858	0.00383462	40.8565	0.00391028
976	-63.7875	0.00391072	45.3503	0.00397732	-45.1755	0.00364207	40.846	0.00386393
977	-63.0136	0.0042648	45.5111	0.00436705	-44.5819	0.00351708	40.8245	0.00367368
978	-62.3426	0.00399872	45.6358	0.00413551	-44.0617	0.00355277	40.8018	0.00374641
979	-61.1944	0.00374637	45.8372	0.00389959	-43.1777	0.00383137	40.7534	0.00395194
980	-60.031	0.00430013	45.989	0.00406015	-42.2902	0.00377801	40.6767	0.0039435
981	-58.8965	0.00476865	46.1248	0.0044934	-41.4237	0.00371824	40.5861	0.00387093
982	-57.7591	0.00434429	46.2313	0.0041265	-40.569	0.00379535	40.477	0.00394358
983	-56.7888	0.00451484	46.2888	0.00416765	-39.8445	0.00360569	40.3663	0.0037493
984	-55.7012	0.00385876	46.3414	0.00387294	-39.0369	0.00375902	40.2322	0.0038335
985	-54.5913	0.0042667	46.36	0.00396859	-38.211	0.00369003	40.0691	0.00386904
986	-53.57	0.00503885	46.3523	0.0044258	-37.4437	0.00386703	39.9101	0.00394389
987	-52.2892	0.00459643	46.3168	0.00417736	-36.499	0.00357776	39.6875	0.00383743
988	-51.1363	0.00409737	46.2372	0.00375688	-35.6392	0.0040778	39.4585	0.00419687
989	-49.8401	0.00465013	46.1354	0.00405258	-34.6959	0.00389133	39.1943	0.00385061
990	-48.4551	0.00443222	45.9686	0.00404145	-33.6788	0.00375375	38.8686	0.00383307
991	-47.0737	0.00502661	45.7782	0.00420259	-32.6778	0.00428264	38.5306	0.00422966
992	-45.6265	0.005173	45.5252	0.00411865	-31.6298	0.00412465	38.1425	0.00410618
993	-44.1896	0.00479222	45.2404	0.00394047	-30.5893	0.00412139	37.7327	0.00407802
994	-42.614	0.00449274	44.8578	0.00379497	-29.4514	0.00414887	37.2387	0.0041601
995	-41.1292	0.00480179	44.469	0.0039835	-28.3885	0.00388952	36.7577	0.0039501
996	-39.4361	0.00476904	43.9602	0.0037796	-27.1806	0.00409555	36.1703	0.00396367
997	-37.7581	0.00469491	43.3896	0.00386946	-25.9844	0.00398655	35.5334	0.00387536
998	-35.9673	0.00435935	42.7123	0.00375758	-24.7032	0.00415193	34.8084	0.00392228
999	-34.1914	0.00438497	41.9584	0.00371732	-23.4527	0.00435961	34.0423	0.00400027
1000	-32.3945	0.00448806	41.1199	0.00377185	-22.1799	0.00415669	33.2087	0.00376998
1001	-30.655	0.00407495	40.2456	0.00336155	-20.9658	0.00439532	32.3567	0.0038738
1002	-28.9724	0.00440879	39.3206	0.00364967	-19.7789	0.00448262	31.492	0.00389423
1003	-27.3243	0.00458164	38.3396	0.00368291	-18.6426	0.00464102	30.5871	0.00387476
1004	-25.7297	0.00438733	37.3155	0.00347769	-17.5301	0.00454101	29.6578	0.00368461
1005	-24.225	0.00458952	36.2853	0.00372116	-16.4855	0.00444232	28.7375	0.00354847
1006	-22.7858	0.00460556	35.2367	0.00365802	-15.4978	0.00422184	27.8184	0.00337553
1007	-21.4295	0.0038777	34.1626	0.00371371	-14.5457	0.00427819	26.8916	0.00347929
1008	-20.1666	0.00395475	33.1417	0.00375199	-13.6885	0.00464592	26.0164	0.00353045
1009	-18.9338	0.00398221	32.0702	0.0031641	-12.8465	0.00458453	25.1089	0.00346187
1010	-17.8042	0.00428498	31.041	0.00339341	-12.0686	0.00474221	24.2451	0.00346881
1011	-16.7498	0.00418016	30.0334	0.00339823	-11.3632	0.00456781	23.4049	0.00330669
1012	-15.7727	0.00385019	29.0516	0.00330202	-10.7008	0.00408695	22.5957	0.00292766
1013	-14.8605	0.00401827	28.0952	0.00326944	-10.0789	0.00399522	21.8187	0.00284668
1014	-14.0099	0.00412042	27.1596	0.00330753	-9.49498	0.00469549	21.0564	0.00324328
1015	-13.1915	0.00383648	26.225	0.00307206	-8.93697	0.00495156	20.2945	0.00329173
1016	-12.4462	0.00411659	25.3332	0.00320912	-8.43493	0.00464401	19.5807	0.00312795
1017	-11.7349	0.00374437	24.4466	0.00300043	-7.9531	0.00461558	18.8679	0.00312741
1018	-11.0639	0.0036072	23.5688	0.00285612	-7.50078	0.00455935	18.1612	0.00297409
1019	-10.4481	0.00393047	22.7467	0.00304587	-7.08691	0.00468473	17.506	0.0030151
1020	-9.92567	0.00406785	22.0244	0.00320748	-6.72379	0.00474335	16.9426	0.00304365
1021	-9.41534	0.00395358	21.3047	0.00302661	-6.38112	0.00484685	16.3716	0.0031079
1022	-8.93663	0.00381133	20.5989	0.0029621	-6.06453	0.00462916	15.8074	0.00291067
1023	-8.51327	0.00386026	19.9592	0.00298864	-5.77273	0.00474479	15.3155	0.00301172
1024	-8.09554	0.00371137	19.3224	0.00283844	-5.49091	0.00438612	14.8106	0.0028332
1025	-7.69517	0.00339506	18.6799	0.00274091	-5.22471	0.00443534	14.3032	0.0028497
1026	-7.33222	0.00385878	18.0904	0.00289156	-4.9821	0.00463783	13.8399	0.00292748
1027	-7.02593	0.00369161	17.5562	0.0027834	-4.76631	0.00453165	13.4239	0.00283486
1028	-6.71374	0.00345811	17.029	0.00263199	-4.56078	0.00436493	13.011	0.00275954
1029	-6.43769	0.0036112	16.5475	0.00280302	-4.36776	0.00441772	12.6365	0.00282605
1030	-6.20562	0.00361601	16.1197	0.00275599	-4.21449	0.00416418	12.309	0.00266905
1031	-5.9712	0.00326193	15.6901	0.00250562	-4.05449	0.00418425	11.9693	0.00268664
1032	-5.76129	0.00344551	15.291	0.00266956	-3.91013	0.00422704	11.6594	0.00267297
1033	-5.54925	0.00317889	14.8806	0.00253159	-3.76386	0.00421963	11.3415	0.0026438
1034	-5.36326	0.00323754	14.5224	0.00245524	-3.63919	0.00429022	11.0611	0.00267292
1035	-5.20163	0.00334577	14.2155	0.00254555	-3.53211	0.00430098	10.8226	0.0027152
1036	-5.04179	0.00386849	13.9045	0.00281263	-3.42321	0.0041366	10.5843	0.00257881
1037	-4.90208	0.00352693	13.6232	0.00267957	-3.32598	0.00430763	10.3637	0.0026631
1038	-4.7794	0.0037883	13.3731	0.00279976	-3.24943	0.00441275	10.1741	0.00277687
1039	-4.66366	0.00423307	13.1252	0.00302694	-3.16336	0.00416587	9.97961	0.00262897
1040	-4.55274	0.00366673	12.898	0.00271056	-3.0893	0.00425909	9.80642	0.0026174
1041	-4.45264	0.00338766	12.7024	0.00262257	-3.02441	0.00406581	9.65273	0.00254394
1042	-4.35939	0.00339873	12.5193	0.00257989	-2.96947	0.00429789	9.51699	0.00268692
