	Point 2 (Reference Step: 0)		Point 2 (Reference Step: 0)	
Step No.	x Displacement	Uncertainty of x Displacement	y Displacement	Uncertainty of y Displacement
	Displacement/mm	Displacement/mm	Displacement/mm	Displacement/mm
530	-21.9283	0.00200373	40.402	0.00174206
531	-22.3666	0.00188325	40.7277	0.00164805
532	-22.7034	0.0019826	40.9588	0.00173615
533	-22.9586	0.00194891	41.1368	0.00172046
534	-23.1392	0.00185337	41.2651	0.00163386
535	-23.3126	0.00193019	41.3895	0.00171113
536	-23.5852	0.00203151	41.5729	0.00179123
537	-23.8168	0.00194359	41.7288	0.00172798
538	-24.0003	0.00195901	41.8477	0.00173163
539	-24.144	0.00185015	41.9417	0.00163824
540	-24.2586	0.00198499	42.0155	0.00176217
541	-24.3528	0.00193304	42.08	0.00172082
542	-24.4315	0.00183994	42.1302	0.0016498
543	-24.5003	0.0019638	42.1739	0.00175072
544	-24.559	0.00187935	42.2138	0.00166502
545	-24.6115	0.00192939	42.2472	0.00173685
546	-24.667	0.0018909	42.2804	0.00170107
547	-24.7165	0.00192887	42.3133	0.00172
548	-24.766	0.00191155	42.3458	0.00170669
549	-24.8112	0.00195861	42.3739	0.00174052
550	-24.8558	0.00197396	42.4016	0.0017759
551	-24.8999	0.0019847	42.4268	0.0017822
552	-24.9374	0.00194333	42.4516	0.00172007
553	-24.9734	0.00193897	42.4761	0.00172401
554	-25.0179	0.00199877	42.5027	0.00178466
555	-25.08	0.00193203	42.5367	0.00172352
556	-25.1362	0.00190551	42.5729	0.00171652
557	-25.1941	0.00185592	42.6087	0.00165442
558	-25.2419	0.00193922	42.6389	0.00174553
559	-25.2886	0.00186648	42.6648	0.00169121
560	-25.3344	0.00184842	42.6917	0.00168108
561	-25.3706	0.00189302	42.7184	0.00169557
562	-25.4076	0.00202319	42.7395	0.0017952
563	-25.4462	0.00189681	42.7641	0.00171181
564	-25.4779	0.00191946	42.7829	0.00173829
565	-25.5095	0.00198815	42.8035	0.00179328
566	-25.5456	0.00192203	42.8222	0.00174732
567	-25.576	0.00195041	42.8427	0.00174711
568	-25.6062	0.00193708	42.8588	0.00173841
569	-25.6367	0.0019524	42.8808	0.00174838
570	-25.6638	0.00199301	42.896	0.00179018
571	-25.6945	0.00195185	42.9126	0.00176498
572	-25.7218	0.00191449	42.9288	0.00173608
573	-25.7435	0.0019176	42.945	0.00173158
574	-25.7706	0.00195887	42.9608	0.00177674
575	-25.799	0.00200635	42.978	0.00180012
576	-25.8295	0.0019512	42.9932	0.00175496
577	-25.855	0.0019251	43.0094	0.00172032
578	-25.8733	0.00190361	43.0222	0.00171437
579	-25.9005	0.0019807	43.0383	0.00178701
580	-25.9248	0.00196494	43.0516	0.00179461
581	-25.9506	0.00186861	43.0646	0.00171424
582	-25.9735	0.00188529	43.0794	0.00171822
583	-25.9948	0.00188893	43.0916	0.00171049
584	-26.0169	0.00185505	43.1067	0.00169189
585	-26.0407	0.00193972	43.1204	0.00175336
586	-26.0646	0.00193019	43.1362	0.00175128
587	-26.0907	0.00195789	43.1462	0.00176971
588	-26.1101	0.00189939	43.16	0.00172396
589	-26.1332	0.00195291	43.1731	0.00176578
590	-26.1503	0.00194057	43.1869	0.00176803
591	-26.174	0.00187589	43.1977	0.0017221
592	-26.1975	0.00179429	43.2132	0.00165809
593	-26.2167	0.00180731	43.2215	0.00167019
594	-26.2379	0.00185347	43.2357	0.00169167
595	-26.2604	0.00184418	43.249	0.00168786
596	-26.2779	0.00194997	43.2594	0.00177175
597	-26.2986	0.00191279	43.2724	0.00173868
598	-26.3224	0.00191749	43.2846	0.00175037
599	-26.3433	0.00186659	43.2941	0.00171099
600	-26.362	0.0018997	43.3068	0.0017436
601	-26.3814	0.00188449	43.3172	0.00172646
602	-26.4018	0.00175116	43.332	0.00162977
603	-26.4169	0.00181049	43.3401	0.0016761
604	-26.4377	0.0018952	43.3519	0.00172948
605	-26.4582	0.00189285	43.3608	0.00173155
606	-26.4815	0.00193603	43.3757	0.00176021
607	-26.4971	0.00196131	43.3825	0.00178106
608	-26.5145	0.00191512	43.3942	0.00174025
609	-26.5298	0.00198228	43.4022	0.00178913
610	-26.5468	0.00198897	43.416	0.0017902
611	-26.5645	0.00199151	43.4257	0.00180652
612	-26.5832	0.00200328	43.4379	0.00180612
613	-26.6031	0.00196543	43.4458	0.00179735
614	-26.6207	0.00183841	43.4538	0.00168837
615	-26.637	0.00179366	43.4631	0.00165515
616	-26.6527	0.0018151	43.4737	0.00168111
617	-26.6661	0.00184398	43.4821	0.00170354
618	-26.6834	0.00185123	43.4908	0.00170245
619	-26.7019	0.00188089	43.5018	0.00172405
620	-26.7207	0.00196892	43.5107	0.00179608
621	-26.7397	0.00196061	43.5204	0.00178125
622	-26.7539	0.00196395	43.5267	0.00178548
623	-26.7701	0.00201322	43.538	0.0018249
624	-26.7881	0.00198314	43.5481	0.00180457
625	-26.8004	0.00189464	43.5559	0.00173824
626	-26.815	0.00190281	43.5639	0.00174291
627	-26.8324	0.00184441	43.5722	0.00171325
628	-26.8477	0.00184657	43.5817	0.00170343
629	-26.8637	0.0018266	43.5894	0.00167719
630	-26.8798	0.00177961	43.5994	0.00164212
631	-26.8933	0.00178603	43.6087	0.001648
632	-26.9098	0.00177049	43.6178	0.00163867
633	-26.9234	0.00179918	43.6263	0.00166319
634	-26.9383	0.00187366	43.6336	0.00172695
635	-26.9539	0.00186342	43.6429	0.00171081
636	-26.9712	0.00193249	43.6505	0.00176347
637	-26.9882	0.00196826	43.6586	0.00178649
638	-27.1396	0.00179693	43.7338	0.00165737
639	-27.5354	0.00200884	43.942	0.0018147
640	-27.9258	0.00201958	44.177	0.00185746
641	-28.1666	0.00201901	44.306	0.0018385
642	-28.4417	0.00192963	44.45	0.0017911
643	-28.7697	0.00178889	44.6193	0.00167503
644	-29.0199	0.00175803	44.7462	0.00166989
645	-29.2036	0.00197288	44.8378	0.00183855
646	-29.5472	0.00169883	45.0067	0.00162907
647	-29.87	0.00191581	45.1622	0.00181169
648	-30.1018	0.00185846	45.2744	0.00176917
649	-30.3981	0.00197121	45.4067	0.00185882
650	-30.8283	0.00167989	45.6042	0.00163639
651	-31.1533	0.00182151	45.7433	0.00176854
652	-31.3847	0.00163625	45.8461	0.00161419
653	-31.8728	0.00185334	46.0504	0.00179857
654	-32.3674	0.00187634	46.2622	0.00182969
655	-32.7345	0.0018388	46.4156	0.00179167
656	-33.0084	0.00190379	46.5338	0.00185778
657	-33.1991	0.00184024	46.6134	0.00179558
658	-33.3438	0.00168871	46.6681	0.00167706
659	-33.4817	0.00166193	46.7233	0.00165397
660	-33.7554	0.00169995	46.8235	0.0016855
661	-34.0255	0.00178542	46.9234	0.00175589
662	-34.2428	0.00176201	47.0052	0.00175626
663	-34.4148	0.00166104	47.0631	0.00167201
664	-34.5498	0.0017945	47.1151	0.00177688
665	-34.6553	0.00181543	47.152	0.00176922
666	-34.7466	0.00179451	47.1913	0.00178338
667	-34.9448	0.00174917	47.2494	0.00173807
668	-35.1562	0.0017397	47.3274	0.00173901
669	-35.3347	0.00178351	47.3843	0.00177077
670	-35.4766	0.00172216	47.436	0.00171498
671	-35.5872	0.00166542	47.4689	0.00167604
672	-35.6781	0.00177063	47.5023	0.001763
673	-35.7666	0.00179868	47.5296	0.0017961
674	-35.8379	0.0016847	47.5557	0.00169954
675	-35.934	0.00175143	47.5857	0.00176989
676	-36.0793	0.0017176	47.6301	0.00174261
677	-36.2094	0.00166114	47.6704	0.00169129
678	-36.3167	0.00166926	47.7049	0.00171464
679	-36.4121	0.00174703	47.7341	0.00176924
680	-36.4893	0.00164919	47.7607	0.0016809
681	-36.5631	0.00180466	47.7836	0.00181499
682	-36.6277	0.00175253	47.8026	0.00178202
683	-36.686	0.00172204	47.8218	0.00173842
684	-36.7422	0.0017938	47.8401	0.00178467
685	-36.7963	0.00171646	47.8575	0.00173252
686	-36.8413	0.00168387	47.8726	0.00171971
687	-36.8957	0.00170445	47.8875	0.00173252
688	-36.9422	0.00175147	47.8983	0.00178372
689	-36.9851	0.00179265	47.9135	0.00182874
690	-37.035	0.00175275	47.9251	0.00178903
691	-37.0746	0.00172935	47.9376	0.00177462
692	-37.1221	0.00176429	47.9507	0.00180354
693	-37.1631	0.00178189	47.9619	0.0018086
694	-37.2064	0.00178828	47.9735	0.00181208
695	-37.2439	0.00177654	47.9881	0.00179006
696	-37.2859	0.0018037	47.9985	0.0018001
697	-37.3218	0.0017427	48.0078	0.00176521
698	-37.361	0.00171119	48.0202	0.00173611
699	-37.3989	0.00182146	48.0301	0.00185122
700	-37.4393	0.00175338	48.0385	0.00178497
701	-37.4727	0.00176333	48.0525	0.00179796
702	-37.5119	0.00177743	48.0614	0.00181347
703	-37.5491	0.00183699	48.0732	0.00186942
704	-37.5844	0.0017836	48.0805	0.00181842
705	-37.6177	0.00177968	48.0911	0.00180832
706	-37.6515	0.0018381	48.1031	0.00184797
707	-37.6861	0.00174751	48.1099	0.00176758
708	-37.7221	0.001738	48.1193	0.00177918
709	-37.7524	0.00168099	48.1276	0.00172153
710	-37.7862	0.00171005	48.1374	0.00173991
711	-37.8185	0.00167554	48.1448	0.00172085
712	-37.8471	0.00173433	48.1543	0.0017966
713	-37.8786	0.00175755	48.1623	0.00179773
714	-37.9095	0.00180353	48.1721	0.0018406
715	-37.9406	0.00179261	48.1785	0.00183472
716	-37.9719	0.00180697	48.1851	0.001853
717	-38.0008	0.00172329	48.1919	0.00178508
718	-38.0287	0.00175315	48.2043	0.00178267
719	-38.0609	0.00178706	48.207	0.00181264
720	-38.0892	0.00181857	48.2216	0.00184143
721	-38.1204	0.00180334	48.222	0.00183596
722	-38.1475	0.00179396	48.2354	0.00181123
723	-38.1752	0.00180265	48.2366	0.00180974
724	-38.2064	0.00180648	48.2528	0.00180487
725	-38.2365	0.00179847	48.2487	0.00181849
726	-38.2607	0.00177249	48.2674	0.00180315
727	-38.2951	0.00181901	48.2653	0.00184634
728	-38.3192	0.00184386	48.282	0.00185594
729	-38.3463	0.00180063	48.2813	0.00181939
730	-38.3719	0.00181628	48.2903	0.00184836
731	-38.3991	0.00178432	48.2972	0.00183534
732	-38.4262	0.00181392	48.3038	0.00186984
733	-38.4536	0.00181148	48.3065	0.0018519
734	-38.4783	0.00185455	48.3211	0.00185667
735	-38.5039	0.0018489	48.3195	0.00187721
736	-38.5255	0.00180575	48.3365	0.00184617
737	-38.555	0.00179781	48.3345	0.00184129
738	-38.5802	0.00180531	48.3456	0.00182387
739	-38.6003	0.00178567	48.3494	0.00180206
740	-38.6244	0.00185205	48.3593	0.00184942
741	-38.6509	0.00175614	48.3605	0.00178856
742	-38.6748	0.00184149	48.3703	0.00185696
743	-38.6983	0.0017791	48.3735	0.00181284
744	-38.7203	0.00175894	48.381	0.00178159
745	-38.7472	0.00177508	48.3858	0.00178406
746	-38.7689	0.00176345	48.3923	0.00177793
747	-38.7937	0.00180353	48.3985	0.00183923
748	-38.8176	0.00178529	48.4029	0.00183969
749	-38.8406	0.00176951	48.4118	0.00181565
750	-38.8613	0.00173392	48.4144	0.00176173
751	-38.8834	0.00180212	48.4226	0.00182675
752	-38.9083	0.00175381	48.4287	0.00180633
753	-38.929	0.0017741	48.4331	0.00182806
754	-38.952	0.00177429	48.4356	0.00181951
755	-38.9741	0.00179512	48.4431	0.00183466
756	-38.9982	0.00180242	48.4465	0.00183104
757	-39.0181	0.00178898	48.4569	0.00181966
758	-39.0403	0.00182258	48.4581	0.00183714
759	-39.0632	0.00182097	48.4668	0.00185277
760	-39.0851	0.00174632	48.4677	0.00177486
761	-39.1087	0.00179785	48.4742	0.00183535
762	-39.1265	0.00181987	48.4791	0.00183919
763	-39.1481	0.00178763	48.4845	0.00179919
764	-39.1677	0.00178798	48.492	0.00180975
765	-39.1872	0.00179811	48.4944	0.0018112
766	-39.2086	0.0018497	48.4995	0.00185873
767	-38.6939	0.00180049	48.3917	0.00182945
768	-37.9265	0.00173201	48.2166	0.00177161
769	-37.2899	0.00175965	48.0595	0.00180101
770	-36.8122	0.00178318	47.9379	0.00181316
771	-36.4783	0.00178253	47.8464	0.0017844
772	-36.2571	0.00173343	47.7835	0.00176611
773	-36.1079	0.00170481	47.7422	0.00173196
774	-36.0081	0.00173159	47.7173	0.00174474
775	-35.9413	0.00174594	47.693	0.00175644
776	-35.7838	0.00174139	47.6508	0.00175663
777	-35.5195	0.00179611	47.5684	0.00179197
778	-35.3069	0.00174811	47.5057	0.00174429
779	-34.8558	0.00181099	47.3601	0.00181576
780	-34.3211	0.00175173	47.1878	0.0017511
781	-33.893	0.0017276	47.0341	0.00171033
782	-33.5254	0.00178131	46.9066	0.00176426
783	-33.0632	0.0017919	46.7352	0.00175198
784	-32.663	0.0017488	46.58	0.00171116
785	-32.3415	0.00186508	46.449	0.00181355
786	-31.8502	0.00183901	46.2516	0.00178531
787	-31.3399	0.0018841	46.0339	0.00182174
788	-30.9267	0.00187163	45.8559	0.00178419
789	-30.5884	0.00162583	45.7095	0.00156863
790	-30.1395	0.00195338	45.509	0.00186157
791	-29.7129	0.00182215	45.3026	0.00172767
792	-29.3732	0.00196168	45.1406	0.00183101
793	-28.9375	0.00199136	44.9262	0.00184459
794	-28.4625	0.00193505	44.6862	0.0018043
795	-28.0744	0.00184795	44.4851	0.00172576
796	-27.719	0.00180844	44.2994	0.00167552
797	-27.2843	0.00194375	44.0625	0.00177338
798	-26.9162	0.00187876	43.864	0.00172989
799	-26.6271	0.00192062	43.6945	0.00174314
800	-26.3278	0.00189421	43.5266	0.00173351
801	-26.0917	0.00194937	43.3912	0.00176067
802	-25.8835	0.00194237	43.2717	0.00174317
803	-25.5278	0.00198626	43.0563	0.00180428
804	-25.1968	0.00185357	42.8591	0.00165356
805	-24.8977	0.00203092	42.6716	0.00182112
806	-24.3864	0.00193584	42.3483	0.00172625
807	-23.9228	0.00185962	42.0478	0.00166072
808	-23.4599	0.00201282	41.7441	0.00177465
809	-22.849	0.00206201	41.3188	0.00178467
810	-22.3038	0.0020316	40.9372	0.0017691
811	-21.8204	0.00195767	40.5888	0.0017116
812	-21.2492	0.00208031	40.1637	0.00175313
813	-20.7291	0.00210056	39.7724	0.00175686
814	-20.2708	0.00195127	39.4128	0.00167489
815	-19.7393	0.0020781	38.986	0.00175675
816	-19.2491	0.00191539	38.5812	0.00162093
817	-18.8183	0.00202307	38.2191	0.00168985
818	-18.3232	0.00196112	37.8023	0.00162589
819	-17.8878	0.00196982	37.4164	0.00161583
820	-17.4698	0.00212097	37.0371	0.00171856
821	-17.0053	0.00202421	36.6159	0.00162568
822	-16.6138	0.00213186	36.244	0.00169779
823	-16.1681	0.00207955	35.817	0.00166448
824	-15.7532	0.00215489	35.4064	0.0016874
825	-15.3809	0.0021694	35.0271	0.00167521
826	-14.9237	0.00204714	34.5509	0.00160551
827	-14.4932	0.00216891	34.0944	0.00167983
828	-14.11	0.00218835	33.6722	0.00166955
829	-13.7133	0.00214379	33.2345	0.00162037
830	-13.3281	0.00211145	32.8073	0.00159898
831	-12.9759	0.00206801	32.396	0.00155563
832	-12.5731	0.00211876	31.9143	0.00158298
833	-12.155	0.00224744	31.4086	0.00166437
834	-11.7733	0.00211925	30.9291	0.00156837
835	-11.3393	0.00215708	30.3714	0.00158451
836	-10.9299	0.00204365	29.8338	0.00149392
837	-10.5524	0.00221432	29.3279	0.00158568
838	-10.1416	0.00230625	28.7509	0.00162095
839	-9.73256	0.00215468	28.1657	0.00153202
840	-9.36301	0.00218725	27.627	0.0015345
841	-8.93907	0.00214134	26.9771	0.00146784
842	-8.56115	0.00220958	26.4089	0.0015325
843	-8.22008	0.00220053	25.8657	0.00151162
844	-7.85781	0.00228675	25.2747	0.00155555
845	-7.49125	0.00225575	24.6514	0.00151907
846	-7.17681	0.00227661	24.1152	0.0015343
847	-6.83043	0.00229306	23.4936	0.0015178
848	-6.50835	0.00237717	22.9044	0.00156029
849	-6.18114	0.00228009	22.2802	0.00150049
850	-5.84342	0.00235408	21.6226	0.00152552
851	-5.54575	0.0023017	21.0218	0.00148612
852	-5.24126	0.00240007	20.3881	0.00154743
853	-4.96089	0.00205507	19.7889	0.00132784
854	-4.70175	0.00235995	19.2241	0.00148745
855	-4.44872	0.00235904	18.6346	0.00147648
856	-4.20267	0.00224653	18.0649	0.00142279
857	-3.96709	0.00226886	17.4914	0.00143893
858	-3.75664	0.00229119	16.9506	0.00142504
859	-3.55121	0.00223583	16.42	0.00139733
860	-3.36478	0.00231124	15.9224	0.00143045
861	-3.19158	0.00226573	15.4467	0.0013956
862	-3.03492	0.00210194	15.0087	0.00129848
863	-2.88665	0.00235405	14.5936	0.00144829
864	-2.75234	0.00230228	14.191	0.00142164
865	-2.62742	0.00230365	13.8099	0.00141864
866	-2.51599	0.00219745	13.4521	0.00135909
867	-2.40914	0.00238954	13.1092	0.00143594
868	-2.30704	0.00215664	12.7862	0.0012898
869	-2.21772	0.00242516	12.488	0.00146321
870	-2.13631	0.00236772	12.2009	0.00142207
871	-2.05959	0.00225632	11.9269	0.00137174
872	-1.99047	0.00232132	11.691	0.00140084
873	-1.92535	0.00220051	11.4665	0.00133402
874	-1.86831	0.00223361	11.248	0.00133244
875	-1.81299	0.00233559	11.0415	0.00140939
876	-1.75986	0.00223546	10.841	0.00134614
877	-1.71342	0.00233152	10.6698	0.00138864
878	-1.6758	0.00232628	10.5165	0.00141001
879	-1.63787	0.00227181	10.3746	0.00137797
880	-1.60511	0.00241652	10.245	0.00144939
881	-1.57353	0.00244887	10.123	0.00146397
882	-1.54342	0.00232557	10.0075	0.00139681
883	-1.51575	0.00222131	9.89929	0.00133234
884	-1.49138	0.00221981	9.79195	0.00132463
885	-1.46881	0.00242663	9.69347	0.00145194
886	-1.44777	0.00244787	9.60341	0.00146565
887	-1.42663	0.00223594	9.51754	0.00133886
888	-1.41032	0.0024046	9.44023	0.00144118
889	-1.38965	0.00225028	9.36569	0.00135842
890	-1.37566	0.00226039	9.29834	0.00136294
891	-1.36054	0.00225716	9.23144	0.00135344
892	-1.34504	0.00230942	9.16821	0.0013871
893	-1.33031	0.00229298	9.10588	0.00137528
894	-1.31648	0.00234858	9.04951	0.00142209
895	-1.30391	0.00222956	8.99182	0.00134467
896	-1.29112	0.00235123	8.93727	0.00142233
897	-1.28159	0.00212057	8.88235	0.00128622
898	-1.26611	0.00217863	8.83216	0.00133014
899	-1.25513	0.00223496	8.77814	0.00135353
900	-1.24292	0.00206866	8.72816	0.0012461
901	-1.23253	0.00224367	8.67897	0.00136145
902	-1.2221	0.00217848	8.63239	0.00131358
903	-1.21097	0.00225579	8.58444	0.00135033
904	-1.20182	0.00239998	8.53939	0.00144767
905	-1.19286	0.00226965	8.49544	0.00135766
906	-1.18396	0.00229692	8.45253	0.00137049
907	-1.17248	0.00236866	8.41187	0.00142493
908	-1.16377	0.00228337	8.37021	0.00136191
909	-1.1582	0.0021542	8.33225	0.00128798
910	-1.15005	0.00228237	8.29381	0.00137277
911	-1.14037	0.00229918	8.25647	0.00137433
912	-1.1354	0.00214399	8.22053	0.00128627
913	-1.12919	0.00220725	8.18554	0.00132332
914	-1.11887	0.00221412	8.14968	0.00133529
915	-1.11054	0.002194	8.11613	0.00131464
916	-1.10615	0.00216532	8.08342	0.00130063
917	-1.09964	0.00225444	8.04928	0.00136084
918	-1.09107	0.00229399	8.01484	0.00138358
919	-1.08215	0.00218876	7.98067	0.00131863
920	-1.07758	0.00220819	7.95	0.00132554
921	-1.07029	0.00237408	7.91681	0.00141599
922	-1.0616	0.00236084	7.8849	0.0014195
923	-1.05585	0.00223408	7.85284	0.00133587
924	-1.05014	0.00223574	7.82287	0.00133021
925	-1.04356	0.00231634	7.79344	0.00138172
926	-1.03646	0.00230677	7.76477	0.00138522
927	-1.03094	0.00220781	7.73441	0.00132183
928	-1.02613	0.00220001	7.707	0.00130542
929	-1.0215	0.00218651	7.67975	0.00129001
930	-1.01608	0.00225417	7.65421	0.00134788
931	-1.00973	0.00221345	7.62595	0.00132314
932	-1.00198	0.00221772	7.6009	0.00132975
933	-0.99935	0.00204451	7.57455	0.00123467
934	-0.994609	0.00216156	7.5505	0.00129325
935	-0.989714	0.00221915	7.52586	0.0013279
936	-0.984382	0.00227074	7.49964	0.0013566
937	-0.977399	0.00220474	7.47581	0.00133006
938	-0.974233	0.00212782	7.45019	0.00128557
939	-0.97011	0.00215326	7.42895	0.00129327
940	-0.965039	0.00225652	7.40543	0.00134588
941	-0.960254	0.00230624	7.3824	0.00137936
942	-0.952116	0.00234444	7.35825	0.00140729
943	-0.948084	0.00228538	7.33668	0.00137209
944	-0.947067	0.00221558	7.31429	0.00132756
945	-0.941691	0.00223379	7.29331	0.00132558
946	-0.93779	0.00240533	7.27118	0.00142263
947	-0.93292	0.00241188	7.25133	0.00143353
948	-0.926723	0.00236249	7.22803	0.00141996
949	-0.923535	0.00222068	7.20885	0.00133793
950	-0.919006	0.00217072	7.18532	0.00129776
951	-0.914905	0.00222433	7.16617	0.00131696
952	-0.913017	0.00232784	7.14621	0.00136752
953	-0.909373	0.00232898	7.12691	0.00138412
954	-0.903332	0.00222824	7.10634	0.00133039
955	-0.898032	0.00219601	7.08643	0.00130944
956	-0.895431	0.00213983	7.06577	0.00127508
957	-0.890901	0.0021616	7.04717	0.00129164
958	-0.889578	0.00220142	7.02877	0.00130075
959	-0.886296	0.00226267	7.00845	0.00133896
960	-0.881782	0.0021909	6.99134	0.00130567
961	-0.877492	0.00223581	6.96988	0.00133341
962	-0.87297	0.00221734	6.95133	0.00132665
963	-0.870386	0.00224947	6.93193	0.00134667
964	-0.869094	0.0021559	6.91439	0.0012931
965	-0.866083	0.00216262	6.89778	0.00129804
966	-0.862244	0.00227702	6.88062	0.00136072
967	-0.859722	0.0021908	6.86192	0.00130882
968	-0.855289	0.00219066	6.84244	0.00132164
969	-0.849628	0.002179	6.82598	0.00131626
970	-0.848484	0.00221773	6.80671	0.00134005
971	-0.84593	0.0021673	6.79199	0.00130647
972	-0.844666	0.00217853	6.77568	0.00130608
973	-0.84205	0.0023124	6.75962	0.00137469
974	-0.838858	0.00239483	6.74151	0.00142663
975	-0.834589	0.00241807	6.72594	0.00144192
976	-0.830656	0.00233907	6.70914	0.00139852
977	-0.827151	0.00220545	6.69044	0.00134206
978	-0.82487	0.00212166	6.67512	0.00128889
979	-0.82275	0.00218528	6.66113	0.00131974
980	-0.821101	0.00218441	6.64426	0.00131437
981	-0.817146	0.00227061	6.62921	0.00136126
982	-0.813846	0.00233566	6.61374	0.00139064
983	-0.811537	0.00237367	6.59934	0.00141622
984	-0.806455	0.00222835	6.58234	0.00133961
985	-0.805244	0.00223627	6.56765	0.00134473
986	-0.801064	0.00215881	6.55201	0.00130129
987	-0.799708	0.00212864	6.5368	0.00128339
988	-0.797347	0.00215936	6.52242	0.00129389
989	-0.795914	0.0022723	6.50975	0.00135272
990	-0.790393	0.00229851	6.49554	0.0013664
991	-0.789989	0.0023501	6.48115	0.00139209
992	-0.784459	0.00228071	6.46719	0.001361
993	-0.78315	0.0022325	6.45089	0.0013478
994	-0.778893	0.00217831	6.43974	0.00131129
995	-0.7799	0.00215162	6.42778	0.00129463
996	-0.77616	0.00214356	6.41181	0.00129294
997	-0.775971	0.00212867	6.39828	0.00126798
